0,4505,-7398,0
5,-3469,4544,0
7,-2849,6977,0
8,-2872,7874,0
9,-3834,3887,0
10,336,9273,0
14,3174,11049,0
17,-11853,1018,0
18,-10569,1089,0
20,897,9684,0
21,-278,9076,0
25,10945,4462,0
26,4621,11103,0
38,-12551,-4464,0
39,-12362,-4175,0
40,-4093,2784,0
41,-3715,2347,0
42,8263,7064,0
45,-12382,-3239,0
48,-10485,-1920,0
49,-9165,-1040,0
51,-8121,-290,0
52,-6775,832,0
53,-6603,9101,0
54,-6621,8359,0
55,-6314,7135,0
56,-7418,8775,0
57,-8684,11468,0
61,3549,11323,0
62,3795,11165,0
63,-3310,9857,0
66,-2531,8900,0
68,-3762,-2842,0
69,5050,-7689,0
73,-3850,-1489,0
74,-3923,-3316,0
75,-3018,5,0
76,-3679,-978,0
78,6392,3567,0
79,6869,5592,0
80,-3691,-2079,0
81,-4084,-5311,0
82,-11462,4820,0
83,-10752,5290,0
84,-12572,3761,0
85,-12935,3733,0
86,-14310,2945,0
88,-10205,5283,0
89,-10093,5860,0
91,-10401,8124,0
93,-5233,9606,0
94,-6762,9670,0
95,-4850,3335,0
96,-13130,-2388,0
97,-13158,-3791,0
99,-12460,-3805,0
100,-3077,423,0
101,-2117,1373,0
106,-3987,10170,0
108,968,2541,0
109,-290,2308,0
110,-726,1952,0
111,-9235,-1948,0
113,-6148,1358,0
115,-3295,10456,0
116,2793,8672,0
117,1984,8960,0
121,-3874,11607,0
122,1101,9183,0
123,397,8752,0
124,-702,8210,0
125,-2190,9758,0
127,-2973,10407,0
128,2931,6211,0
129,3078,5714,0
130,3428,3383,0
131,3106,4808,0
132,4669,9025,0
134,3515,-842,0
135,5031,2353,0
136,5010,1388,0
137,4250,220,0
138,7985,3161,0
141,5017,3835,0
142,6890,4707,0
144,8689,3421,0
146,2352,3084,0
147,4126,-6852,0
150,-10198,11063,0
151,-5716,-1252,0
153,-4382,-512,0
154,0,2554,0
156,11894,4885,0
159,12934,4878,0
161,3601,8969,0
162,4516,7796,0
163,4310,8883,0
165,2868,7342,0
166,4376,-6311,0
168,2423,10509,0
170,-6201,3224,0
171,-7228,3294,0
173,-9046,2568,0
174,-3337,1518,0
175,-6502,-8280,0
184,-12086,-1708,0
185,-3800,-6942,0
187,9764,8290,0
188,6498,9198,0
189,5540,9155,0
190,-4033,-6172,0
192,-3783,-4446,0
196,-12865,328,0
197,-13374,-608,0
201,-14478,-5115,0
202,-13305,-4489,0
204,-9793,8669,0
205,-8928,8606,0
206,-8400,8787,0
207,-7246,10428,0
209,-10331,9834,0
222,3217,-3076,0
225,3631,-5208,0
226,3106,-4517,0
227,3355,-1802,0
231,-11301,4452,0
232,2502,9963,0
235,-4996,10959,0
236,-6003,10449,0
238,10697,8319,0
241,-6682,-1639,0
242,9434,3750,0
243,-12437,-5754,0
244,-12250,-6715,0
245,-11631,-7120,0
246,-9940,-7098,0
247,-9525,-7212,0
248,-8787,-7294,0
249,-8204,-7572,0
250,-6556,-7623,0
252,-6045,2372,0
253,-6704,1973,0
254,8732,7657,0
259,5739,3264,0
260,1508,10249,0
265,-3305,5906,0
267,-5766,6149,0
268,-6038,5395,0
269,-6268,4410,0
273,12909,9432,0
274,12298,9017,0
276,-11100,-1918,0
278,-4442,2996,0
279,-5584,3126,0
280,4446,9381,0
281,3134,8627,0
282,4523,8466,0
283,3406,3922,0
285,230,8389,0
286,-5745,9785,0
287,-10094,8913,0
288,-10380,9534,0
291,9271,7900,0
292,-1486,1803,0
300,-12460,-1680,0
310,-5983,156,0
311,-5076,105,0
312,-2200,-1761,0
313,-1840,-1937,0
314,-1789,-1572,0
315,-478,-2090,0
316,-296,-2440,0
317,194,-1568,0
318,1697,-1686,0
320,-6440,-120,0
321,-5227,-2028,0
322,-4628,-3359,0
323,-2492,-3778,0
