900001,1,44
900004,1,20
900007,2,44
900010,1,30
900014,1,44
900016,2,44
900019,1,44
900022,1,44
900025,1,44
900028,1,25
900032,1,44
900034,2,44
900037,1,20
900040,2,44
900044,1,25
900046,1,44
900049,1,50
900052,1,44
900055,1,44
900058,1,30
900061,1,25
900064,1,44
900067,1,44
900070,1,25
900073,1,44
900076,1,25
900079,1,25
900082,1,50
900085,1,50
900088,1,12
900091,1,44
900094,2,25
900097,1,44
900100,1,44
900103,1,20
900106,3,50
900109,1,20
900112,1,44
900115,1,50
900118,1,20
900121,2,50
232,1000,3
3000,1000,3
3010,1000,3
3020,1000,3
3030,1000,3
3040,1000,3
3050,1000,3
3060,1000,3
4000,1000,3
4010,1000,3
4020,1000,3
5000,1000,3
5010,1000,3
5020,1000,3
5030,1000,3
5040,1000,3
6000,1000,3
6010,1000,3
6020,1000,3
6030,1000,3
6040,1000,3
7000,1000,3
7010,1000,3
7020,1000,3
7030,1000,3
7040,1000,3
7050,1000,3
7060,1000,3
7070,1000,3
7080,1000,3
7090,1000,3
7100,1000,3
7110,1000,3
8777,1000,3
8878,1000,3
9161,1000,3
9743,1000,3
9760,1000,3
9761,1000,3
9823,1000,3
10305,1000,3
11100,1000,3
11101,1000,3
11102,1000,3
11341,1000,3
11367,1000,3
11388,1000,3
20011,1000,3
20012,1000,3
20014,1000,3
20019,1000,3
20020,1000,3
20031,1000,3
20105,1000,3
20124,1000,3
20125,1000,3
20139,1000,3
20153,1000,3
900124,24,44
900127,24,44
900130,24,44
900133,24,44
900136,24,44
900139,24,44
900142,24,44
900145,24,44
900148,24,44
900151,24,44
900154,24,44
900157,24,44
900160,24,44
900163,24,44
900166,24,44
900169,24,44
900172,24,44
900175,24,44
900178,24,44
900181,24,44
900184,24,44
900187,24,44
900190,24,44
900193,24,44
900196,24,44
900199,24,44
900202,24,44
900205,24,44
900208,24,44
900211,24,44
900214,24,44
900217,24,44
900220,24,44
900223,24,44
900226,24,44
900229,24,44
900232,24,44
900235,24,44
900238,24,44
900241,24,44
900244,24,44
900247,24,44
900250,24,44
900253,24,44
900256,24,44
