x,y,z,score,score_d
87186,12359.8,0,0,0
87236.2,12446.2,0,0,0
87286.5,12532.7,0,0,0
87336.7,12619.1,0,0,0
87387,12705.5,0,0,0
87437.2,12792,0,0,0
87487.5,12878.4,0,0,0
87537.7,12964.8,0,0,0
87588,13051.3,0,0,0
87638.2,13137.7,0,0,0
87688.5,13224.1,0,0,0
87738.7,13310.6,0,0,0
87789,13397,0,0,0
87839.2,13483.4,0,0,0
87889.5,13569.9,0,0,0
87939.7,13656.3,0,0,0
87990,13742.7,0,0,0
88040.2,13829.2,0,0,0
88090.5,13915.6,0,0,0
88140.7,14002,0,0,0
88191,14088.4,0,0,0
88241.2,14174.9,0,0,0
88291.5,14261.3,0,0,0
88341.8,14347.7,0,0,0
88392,14434.2,0,0,0
88442.3,14520.6,0,0,0
88492.5,14607,0,0,0
88542.8,14693.5,0,0,0
88593,14779.9,0,0,0
88643.3,14866.3,0,0,0
88693.5,14952.8,0,0,0
88743.8,15039.2,0,0,0
88794,15125.6,0,0,0
88844.3,15212.1,0,0,0
88894.5,15298.5,0,0,0
88944.8,15384.9,0,0,0
88995,15471.4,0,0,0
89045.3,15557.8,0,0,0
89095.5,15644.2,0,0,0
89145.8,15730.7,0,0,0
89196,15817.1,0,0,0
89246.3,15903.5,0,0,0
89296.5,15990,0,0,0
89346.8,16076.4,0,0,0
89397,16162.8,0,0,0
89447.3,16249.3,0,0,0
89497.5,16335.7,0,0,0
89547.8,16422.1,0,0,0
89598,16508.5,0,0,0
89648.3,16595,0,0,0
89698.5,16681.4,0,0,0
89748.8,16767.8,0,0,0
89799,16854.3,0,0,0
89849.3,16940.7,0,0,0
89899.5,17027.1,0,0,0
89949.8,17113.6,0,0,0
90000.1,17200,0,0,0
90050.3,17286.4,0,0,0
90100.6,17372.9,0,0,0
90150.8,17459.3,0,0,0
90201.1,17545.7,0,0,0
90251.3,17632.2,0,0,0
90301.6,17718.6,0,0,0
90351.8,17805,0,0,0
90402.1,17891.5,0,0,0
90452.3,17977.9,0,0,0
