SN:,x,y,z,z_dummy,score,score_d
SN:,-7123,-2536,0,0,0,0
SN:,-7052,-2369,0,0,0,0
SN:,-7023,-2294,0,0,0,0
SN:,-7029,-2194,0,0,0,0
SN:,-7032,-2137,0,0,0,0
SN:,-7040,-2011,0,0,0,0
SN:,-7126,-1784,0,0,0,0
SN:,-7235,-1494,0,0,0,0
SN:,-7250,-1430,0,0,0,0
SN:,-7245,-1318,0,0,0,0
SN:,-7223,-1088,0,0,0,0
SN:,-7195,-989,0,0,0,0
SN:,-7138,-896,0,0,0,0
SN:,-7142,-676,0,0,0,0
SN:,-7149,-510,0,0,0,0
SN:,-7151,-459,0,0,0,0
SN:,-7152,-417,0,0,0,0
SN:,-7155,-334,0,0,0,0
SN:,-7156,-296,0,0,0,0
SN:,-7158,-249,0,0,0,0
SN:,-7160,-189,0,0,0,0
SN:,-7162,-127,0,0,0,0
SN:,-7164,-67,0,0,0,0
SN:,-7168,46,0,0,0,0
SN:,-7169,91,0,0,0,0
SN:,-7171,147,0,0,0,0
SN:,-7243,697,0,0,0,0
SN:,-7255,746,0,0,0,0
SN:,-7272,787,0,0,0,0
SN:,-7276,818,0,0,0,0
SN:,-7278,867,0,0,0,0
SN:,-7276,984,0,0,0,0
SN:,-7275,1080,0,0,0,0
SN:,-7277,1112,0,0,0,0
SN:,-7280,1166,0,0.0418104,0.559193,418.104
SN:,-7286,1252,0,0.0490154,0.587785,490.154
SN:,-7291,1340,0,0.0566689,0.615661,566.689
SN:,-4024,-7938,0,0.00589801,0.168436,58.9801
SN:,-3409,-7955,0,0,0,0
SN:,-6362,2181,0,0.0519164,0.5,519.164
SN:,-6345,2218,0,0.047725,0.442289,477.25
SN:,-6270,2379,0,0.0403939,0.321439,403.939
SN:,-6230,2436,0,0.034327,0.258819,343.27
SN:,-6187,2528,0,0.0278559,0.19509,278.559
SN:,-6168,2566,0,0.0191917,0.130526,191.917
SN:,-6012,2694,0,0,0,0
SN:,-3606,3559,0,0,0,0
SN:,-3415,3449,0,0,0,0
SN:,-3403,3398,0,0,0,0
SN:,-3375,3370,0,0,0,0
SN:,-3315,3350,0,0,0,0
SN:,-3215,3349,0,0,0,0
SN:,-5866,-7177,0,0.176542,0.840288,1765.42
SN:,-6289,-6861,0,0.191884,0.99011,1918.84
SN:,-7517,538,0,0.105713,0.881546,1057.13
SN:,-6364,-5964,0,0.133263,1.28612,1332.63
SN:,-6248,-5960,0,0,0,0
SN:,-6174,-5959,0,0,0,0
SN:,-5866,-5942,0,0,0,0
SN:,-5690,-5906,0,0,0,0
SN:,-5535,-5853,0,0,0,0
SN:,-5396,-5825,0,0,0,0
SN:,-5254,-5880,0,0,0,0
SN:,-5163,-5924,0,0,0,0
SN:,-5116,-5944,0,0,0,0
SN:,-5082,-5946,0,0,0,0
SN:,-4938,-5959,0,0,0,0
SN:,-4800,-5975,0,0,0,0
SN:,-4721,-6022,0,0,0,0
SN:,-4674,-6050,0,0,0,0
SN:,-4597,-6095,0,0,0,0
SN:,-4535,-6129,0,0,0,0
SN:,-4496,-6192,0,0,0,0
SN:,-4437,-6203,0,0,0,0
SN:,-4381,-6231,0,0,0,0
SN:,-4341,-7357,0,0.112259,0.976494,1122.59
SN:,-4077,1450,0,0,0,0
SN:,-4045,1454,0,0.272505,0.999802,2725.05
SN:,-3982,1472,0,0.278986,0.999555,2789.86
SN:,-3931,1490,0,0.27427,0.999209,2742.7
SN:,-3812,1488,0,0.262261,0.998765,2622.61
SN:,-3775,1466,0,0.257821,0.998221,2578.21
SN:,-3723,1448,0,0.252166,0.997579,2521.66
SN:,-3680,1440,0,0.247619,0.996839,2476.19
SN:,-3496,1438,0,0,0,0
SN:,-5395,185,0,0,0,0
SN:,-5411,262,0,0,0,0
SN:,-5420,312,0,0,0,0
SN:,-5428,361,0,0,0,0
SN:,-5442,449,0,0.579325,2.95801,5793.25
SN:,-5430,491,0,0,0,0
SN:,-4221,1231,0,0,0,0
SN:,-4097,1352,0,0.283993,0.999951,2839.93
SN:,-6461,-4486,0,0.140939,1.55541,1409.39
SN:,-6457,-4310,0,0.171545,1.5852,1715.45
SN:,-6483,-4192,0,0.192449,1.59975,1924.49
SN:,-6499,-3822,0,0.260482,1.6556,2604.82
SN:,-6507,-3511,0,0.254782,1.69497,2547.82
SN:,-6519,-3283,0,0.219272,1.71998,2192.72
SN:,-6527,-3031,0,0.179553,1.75563,1795.53
SN:,-6547,-2666,0,0.118264,1.79958,1182.64
SN:,-6562,-2252,0,0.0446785,1.83935,446.785
SN:,-6534,-1767,0,0.033031,2.8259,330.31
SN:,-6515,-1534,0,0.0226706,1.93954,226.706
SN:,-6499,-1357,0,0.0585365,1.98693,585.365
SN:,-6454,-1242,0,0.0840462,2.0102,840.462
SN:,-6383,-1069,0,0.124402,2.05589,1244.02
SN:,-7803,-2008,0,0,0,0
SN:,-7933,-2007,0,0,0,0
SN:,-4202,-6256,0,0.440653,1.79588,4406.53
SN:,-4318,-8765,0,0.198273,1.99581,1982.73
SN:,-4503,-7102,0,0.188552,1.29154,1885.52
SN:,-4335,-6427,0,0,0,0
SN:,-4329,-6486,0,0.361013,1.64774,3610.13
SN:,-2049,-8007,0,0.134807,1.344,1348.07
SN:,-2297,-7991,0,0.150532,1.20277,1505.32
SN:,-2387,-7986,0,0,0,0
SN:,-2445,-7985,0,0,0,0
SN:,-2639,-7969,0,0,0,0
SN:,-2830,-7960,0,0,0,0
SN:,-3052,-7947,0,0,0,0
SN:,-3497,-7959,0,0,0,0
SN:,-3543,-7967,0,0,0,0
SN:,-3708,-8028,0,0.0504355,0.736648,504.355
SN:,-3796,-8031,0,0.0571704,0.958253,571.704
SN:,-3930,-7412,0,0.0681422,0.708741,681.422
SN:,-3952,-7361,0,0.0775565,0.762603,775.565
SN:,-4011,-7346,0,0.0879889,0.81632,879.889
SN:,-4131,-7367,0,0.104359,0.86988,1043.59
SN:,-4646,-7346,0,0.0442309,0.523804,442.309
SN:,-4648,-7434,0,0.0378589,0.500518,378.589
SN:,-4413,-7943,0,0.00112361,0.288082,11.2361
SN:,-4335,-7944,0,0.000937344,0.240325,9.37344
SN:,-4648,-7913,0,0.0106217,0.383066,106.217
SN:,-4652,-7526,0,0.0316981,0.47716,316.981
SN:,-4223,-7938,0,0.0335038,2.21639,335.038
SN:,-4650,-7626,0,0.0256035,0.453732,256.035
SN:,-4204,-8334,0,0.109468,1.99895,1094.68
SN:,-4476,-7940,0,0.0031837,0.3119,31.837
SN:,-4525,-7936,0,0.00507662,0.335672,50.7662
SN:,-4582,-7933,0,0.0074868,0.359395,74.868
SN:,-5230,-8998,0,0,0,0
SN:,-4221,-7996,0,0.0418383,1.99993,418.383
SN:,-2249,-5567,0,0.315185,0.72775,3151.85
SN:,-1998,-5779,0,0.292816,0.674983,2928.16
SN:,-2248,-5812,0,0.28892,0.707107,2889.2
SN:,-1865,-5891,0,0.27923,0.652822,2792.3
SN:,-2451,-5561,0,0,0,0
SN:,-2678,-5564,0,0,0,0
SN:,-1742,-5883,0,0.266491,0.641525,2664.91
SN:,-4309,-6450,0,0.378893,1.69745,3788.93
SN:,-4057,-6164,0,0,0,0
SN:,-3876,-6158,0,0,0,0
SN:,-3698,-6147,0,0,0,0
SN:,-4126,-6263,0,0,0,0
SN:,-4087,-6203,0,0,0,0
SN:,-2252,-5899,0,0,0,0
SN:,-4601,-6924,0,0.231951,1.39469,2319.51
SN:,-2572,-5805,0,0,0,0
SN:,-4953,-7327,0,0.0683408,0.59319,683.408
SN:,-2776,-5876,0,0,0,0
SN:,-2656,-5808,0,0,0,0
SN:,-3428,-6146,0,0,0,0
SN:,-3395,-6146,0,0,0,0
SN:,-4958,-7132,0,0,0,0
SN:,-2892,-5960,0,0,0,0
SN:,-2928,-6115,0,0,0,0
SN:,-4791,-7078,0,0,0,0
SN:,-2241,-5469,0,0.326807,0.737833,3268.07
SN:,-4754,-7023,0,0,0,0
SN:,-4950,-7165,0,0,0,0
SN:,-3263,-6140,0,0,0,0
SN:,-3116,-6149,0,0,0,0
SN:,-3027,-6141,0,0,0,0
SN:,-2805,-5907,0,0,0,0
SN:,-2837,-5942,0,0,0,0
SN:,-4388,-6581,0,0.332186,1.59772,3321.86
SN:,-4455,-6687,0,0.302318,1.5474,3023.18
SN:,-4518,-6759,0,0.278109,1.49678,2781.09
SN:,-3482,-6138,0,0,0,0
SN:,-2557,-7430,0,0,0,0
SN:,-3536,-7279,0,0,0,0
SN:,-3914,-7335,0,0,0,0
SN:,-2773,-7286,0,0,0,0
SN:,-3379,-7267,0,0,0,0
SN:,-3039,-7233,0,0,0,0
SN:,-2831,-7268,0,0,0,0
SN:,-3724,-7277,0,0,0,0
SN:,-3778,-7274,0,0,0,0
SN:,-3278,-7270,0,0,0,0
SN:,-2438,-7717,0,0,0,0
SN:,-2213,-5242,0,0.352849,0.757511,3528.49
SN:,-2302,-5161,0,0.366547,0.767102,3665.47
SN:,-2341,-5074,0,0.378453,0.776524,3784.53
SN:,-5307,-7224,0,0,0,0
SN:,-5209,-7213,0,0,0,0
SN:,-5156,-7201,0,0,0,0
SN:,-5414,-7243,0,0,0,0
SN:,-5302,-7328,0,0.0993422,0.6618,993.422
SN:,-4555,-7006,0,0.210766,1.34324,2107.66
SN:,-5553,-7322,0,0.127828,0.729545,1278.28
SN:,-5656,-7282,0,0.144314,0.774183,1443.14
SN:,-5591,-7272,0,0,0,0
SN:,-4403,-7206,0,0.155945,1.1874,1559.45
SN:,-4385,-7244,0,0.144289,1.13499,1442.89
SN:,-2247,-7752,0,0.169934,1.13614,1699.34
SN:,-2136,-7773,0,0.0378195,0.235096,378.195
SN:,-1982,-7790,0,0,0,0
SN:,-2867,-6107,0,0,0,0
SN:,-4353,-7317,0,0.122655,1.02953,1226.55
SN:,-4374,-7276,0,0.133936,1.08236,1339.36
SN:,-4467,-7158,0,0.172715,1.23959,1727.15
SN:,-5775,188,0,0,0,0
SN:,-5643,147,0,0,0,0
SN:,-5561,162,0,0,0,0
SN:,-6296,-844,0,0.177766,2.10042,1777.66
SN:,-6225,-657,0,0.224318,2.14379,2243.18
SN:,-6154,-477,0,0.271029,2.18597,2710.29
SN:,-6072,-258,0,0.328188,2.22696,3281.88
SN:,-6056,-133,0,0.359458,2.247,3594.58
SN:,-6062,-84,0,0.373805,2.26673,3738.05
SN:,-6109,363,0,0.381059,2.96608,3810.59
SN:,-5678,426,0,0.51028,2.96436,5102.8
SN:,-6008,391,0,0.412214,2.96657,4122.14
SN:,-6524,267,0,0,0,0
SN:,-6631,238,0,0,0,0
SN:,-6918,151,0,0,0,0
SN:,-7521,136,0,0,0,0
SN:,-7816,67,0,0,0,0
SN:,-6036,821,0,0,0,0
SN:,-6146,806,0,0.0580617,0.691063,580.617
SN:,-6580,732,0,0.0611105,1.34153,611.105
SN:,-6643,722,0,0.0676944,1.30352,676.944
SN:,-6736,696,0,0.0778896,1.26468,778.896
SN:,-6808,670,0,0.0848246,1.22502,848.246
SN:,-7073,562,0,0.107783,1.1014,1077.83
SN:,-8177,-3894,0,0,0,0
SN:,-8573,-4001,0,0,0,0
SN:,-8525,-3979,0,0,0,0
SN:,-8488,-3962,0,0,0,0
SN:,-6261,-2653,0,0,0,0
SN:,-5623,-2617,0,0,0,0
SN:,-5359,-2599,0,0,0,0
SN:,-5185,-2586,0,0,0,0
SN:,-4760,-2813,0,0.915136,3.63972,9151.36
SN:,-4103,-4500,0,1.29938,2.77258,12993.8
SN:,-4053,-4582,0,1.25462,2.73309,12546.2
SN:,-3885,-4692,0,1.16438,2.65255,11643.8
SN:,-4174,-5495,0,0.715402,2.17518,7154.02
SN:,-4020,-5164,0,0.907272,2.39906,9072.72
SN:,-4679,-2573,0,0.952795,3.7667,9527.95
SN:,-4618,-2810,0,0.236057,0.888657,2360.57
SN:,-4005,-5487,0,0.783693,2.26603,7836.93
SN:,-3979,-3792,0,1.43834,3.06891,14383.4
SN:,-4278,-3740,0,1.38977,3.17058,13897.7
SN:,-4872,-3010,0,0.985209,3.59445,9852.09
SN:,-4574,-2296,0,1.08059,3.81464,10805.9
SN:,-4602,-3938,0,1.32026,3.29768,13202.6
SN:,-3914,-4142,0,1.47511,2.9252,14751.1
SN:,-4888,-3482,0,1.12468,3.49576,11246.8
SN:,-4870,-3628,0,1.16724,3.46941,11672.4
SN:,-4042,-5493,0,0.759731,2.22082,7597.31
SN:,-4849,-3250,0,1.05756,3.54645,10575.6
SN:,-4675,-2478,0,0.992993,3.7834,9929.93
SN:,-3985,-4257,0,1.43693,2.88786,14369.3
SN:,-3991,-4387,0,1.38099,2.84997,13809.9
SN:,-3948,-4841,0,1.08657,2.56999,10865.7
SN:,-4057,-4902,0,1.03723,2.52797,10372.3
SN:,-4128,-4969,0,0.995526,2.48547,9955.26
SN:,-4094,-5048,0,0.957306,2.4425,9573.06
SN:,-4654,-3655,0,1.22318,3.41475,12231.8
SN:,-4739,-3926,0,1.28659,3.32791,12865.9
SN:,-3358,1367,0,0,0,0
SN:,-4308,493,0,0.637109,1.97423,6371.09
SN:,-4363,406,0,0.62933,1.97723,6293.3
SN:,-4434,336,0,0.610479,1.98003,6104.79
SN:,-4236,704,0,0,0,0
SN:,-2964,2223,0,0,0,0
SN:,-3500,2113,0,0.161514,0.92388,1615.14
SN:,-4533,-1871,0,1.21769,3.86842,12176.9
SN:,-4406,-1944,0,0,0,0
SN:,-6555,-1249,0,0,0,0
SN:,-6358,-1235,0,0,0,0
SN:,-4183,-1929,0,0,0,0
SN:,-4827,-977,0,0,0,0
SN:,-2970,-1679,0,0,0,0
SN:,-2944,-1785,0,0,0,0
SN:,-7462,-1085,0,0.132509,0.914794,1325.09
SN:,-2585,-1734,0,0,0,0
SN:,-4589,-1367,0,1.03492,3.91915,10349.2
SN:,-3996,-1908,0,0,0,0
SN:,-3778,-1871,0,0,0,0
SN:,-2375,-1688,0,0,0,0
SN:,-6198,-1213,0,0,0,0
SN:,-7145,-1104,0,0,0,0
SN:,-6991,-1169,0,0,0,0
SN:,-5310,-1061,0,0,0,0
SN:,-7904,-1218,0,0.137807,0.982973,1378.07
SN:,-6099,-1208,0,0,0,0
SN:,-4684,-951,0,0.652304,2.94739,6523.04
SN:,-3704,-1857,0,0,0,0
SN:,-3267,-1743,0,0,0,0
SN:,-2677,-1753,0,0,0,0
SN:,-5105,-1026,0,0,0,0
SN:,-4545,-1757,0,1.17687,3.88004,11768.7
SN:,-4640,-1088,0,0.693242,2.94114,6932.42
SN:,-6420,-507,0,0,0,0
SN:,-6438,-539,0,0,0,0
SN:,-6277,-4510,0,0,0,0
SN:,-6671,469,0,0,0,0
SN:,-6735,552,0,0,0,0
SN:,-6548,352,0,0,0,0
SN:,-6610,390,0,0,0,0
SN:,-6771,606,0,0,0,0
SN:,-6417,20,0,0,0,0
SN:,-6399,-41,0,0,0,0
SN:,-6256,-2696,0,0,0,0
SN:,-6384,-149,0,0,0,0
SN:,-6379,-202,0,0,0,0
SN:,-6376,-257,0,0,0,0
SN:,-6433,104,0,0,0,0
SN:,-6422,69,0,0,0,0
SN:,-6386,-110,0,0,0,0
SN:,-6126,-3829,0,0,0,0
SN:,-6116,-3300,0,0,0,0
SN:,-6102,-3368,0,0,0,0
SN:,-6283,-4430,0,0,0,0
SN:,-6150,-3516,0,0,0,0
SN:,-6148,-3485,0,0,0,0
SN:,-5452,-5823,0,0,0,0
SN:,-6383,-387,0,0,0,0
SN:,-6399,-459,0,0,0,0
SN:,-6193,-2819,0,0,0,0
SN:,-6086,-2991,0,0,0,0
SN:,-6074,-3026,0,0,0,0
SN:,-6072,-3061,0,0,0,0
SN:,-3501,-575,0,0,0,0
SN:,-3334,-592,0,0,0,0
SN:,-3281,-707,0,0,0,0
SN:,-3229,-843,0,0,0,0
SN:,-3912,-170,0,0,0,0
SN:,-3897,-233,0,0,0,0
SN:,-3313,-969,0,0,0,0
SN:,-4887,264,0,0,0,0
SN:,-3238,-1287,0,0,0,0
SN:,-3899,-463,0,0,0,0
SN:,-3266,-1176,0,0,0,0
SN:,-3167,-1387,0,0,0,0
SN:,-4489,242,0,0.621499,1.99575,6214.99
SN:,-4275,134,0,0,0,0
SN:,-4345,122,0,0,0,0
SN:,-4020,101,0,0,0,0
SN:,-4411,131,0,0,0,0
SN:,-3117,-1463,0,0,0,0
SN:,-3761,-623,0,0,0,0
SN:,-3530,-564,0,0,0,0
SN:,-5966,279,0,0,0,0
SN:,-3931,-408,0,0,0,0
SN:,-3891,-361,0,0,0,0
SN:,-3258,-1242,0,0,0,0
SN:,-3899,-277,0,0,0,0
SN:,-4126,157,0,0,0,0
SN:,-4160,147,0,0,0,0
SN:,-4194,140,0,0,0,0
SN:,-4227,136,0,0,0,0
SN:,-3876,-550,0,0,0,0
SN:,-3829,-556,0,0,0,0
SN:,-4421,162,0,0,0,0
SN:,-4438,187,0,0,0,0
SN:,-4465,211,0,0,0,0
SN:,-4048,-40,0,0,0,0
SN:,-4028,-74,0,0,0,0
SN:,-4232,2212,0,0.0443525,0.532032,443.525
SN:,-4544,2192,0,0.108826,2.08878,1088.26
SN:,-7294,1465,0,0.140921,1.77166,1409.21
SN:,-7524,1377,0,0.0529787,0.964723,529.787
SN:,-3451,2585,0,0,0,0
SN:,-7288,1836,0,0.0674203,0.663123,674.203
SN:,-7277,1980,0,0.274533,2.32782,2745.33
SN:,-3524,1924,0,0.186296,0.960917,1862.96
SN:,-4082,2224,0,0.061359,0.62349,613.59
SN:,-6402,2104,0,0.775419,8.149,7754.19
SN:,-5586,2195,0,0.847047,16.258,8470.47
SN:,-3225,3292,0,0,0,0
SN:,-3282,3144,0,0,0,0
SN:,-3320,3057,0,0,0,0
SN:,-3389,2856,0,0,0,0
SN:,-3445,2617,0,0,0,0
SN:,-3189,3342,0,0,0,0
SN:,-3097,3524,0,0,0,0
SN:,-8779,623,0,0.204663,1.4353,2046.63
SN:,-9231,901,0,0,0,0
SN:,-8428,520,0,0.0884777,0.83523,884.777
SN:,-7490,3615,0,0,0,0
SN:,-7482,3132,0,0,0,0
SN:,-6047,-7134,0,0.207162,0.905293,2071.62
SN:,-6252,-6927,0,0.195147,0.969114,1951.47
SN:,-5970,-7161,0,0.195021,0.883752,1950.21
SN:,-5921,-7174,0,0.185869,0.862082,1858.69
SN:,-3229,-5467,0,0,0,0
SN:,-4408,-5485,0,0,0,0
SN:,-3887,-5473,0,0,0,0
SN:,-4258,-5490,0,0,0,0
SN:,-2898,-5574,0,0,0,0
SN:,-2942,-5569,0,0,0,0
SN:,-3619,-5443,0,0,0,0
SN:,-4653,-5502,0,0,0,0
SN:,-5033,-5660,0,0,0,0
SN:,-8945,-2951,0,0,0,0
SN:,-8406,1002,0,0.112804,1.957,1128.04
SN:,-8897,-660,0,0,0,0
SN:,-8256,1142,0,0.0488038,1.31465,488.038
SN:,-8633,722,0,0,0,0
SN:,-8901,-1447,0,0,0,0
SN:,-8954,-3214,0,0,0,0
SN:,-8884,-48,0,0,0,0
SN:,-8931,-2499,0,0,0,0
SN:,-8918,-1946,0,0,0,0
SN:,-9010,2518,0,0,0,0
SN:,-7624,-4194,0,0,0,0
SN:,-8265,-3966,0,0,0,0
SN:,-8221,-3937,0,0,0,0
SN:,-8324,-4018,0,0,0,0
SN:,-8368,-4015,0,0,0,0
SN:,-8452,-3998,0,0,0,0
SN:,-6377,2151,0,0.0558229,0.55557,558.229
SN:,-2394,-3558,0,0,0,0
SN:,-1932,-3564,0,0,0,0
SN:,-2747,-2616,0,0,0,0
SN:,-2913,-1888,0,0,0,0
SN:,-2854,-2086,0,0,0,0
SN:,-2618,-3550,0,0.488243,0.93742,4882.43
SN:,-2753,-2309,0,0,0,0
SN:,-2616,-3325,0,0.474355,0.951968,4743.55
SN:,-2637,-2749,0,0,0,0
SN:,-2677,-2878,0,0,0,0
SN:,-2763,-2956,0,0.442063,0.968436,4420.63
SN:,-2684,-3209,0,0.463704,0.956401,4637.04
SN:,-2611,-3490,0,0.485183,0.942476,4851.83
SN:,-2680,-3053,0,0.452643,0.964636,4526.43
SN:,-3345,-3067,0,0.391956,0.986744,3919.56
SN:,-2593,-4247,0,0.48197,0.868485,4819.7
SN:,-2381,-4412,0,0.469091,0.845596,4690.91
SN:,-2310,-4658,0,0.434445,0.821036,4344.45
SN:,-3024,-3675,0,0,0,0
SN:,-2953,-3661,0,0.442932,0.915146,4429.32
SN:,-2318,-4911,0,0.400471,0.794854,4004.71
SN:,-3276,-3400,0,0,0,0
SN:,-4691,-851,0,0,0,0
SN:,-3691,-2992,0,0.359874,0.994625,3598.74
SN:,-4834,-68,0,0,0,0
SN:,-4775,-450,0,0,0,0
SN:,-3263,-3466,0,0,0,0
SN:,-3230,-3611,0,0,0,0
SN:,-2674,-4137,0,0.47403,0.875735,4740.3
SN:,-3215,-3656,0,0,0,0
SN:,-2879,-3687,0,0.447122,0.909072,4471.22
SN:,-4568,-1957,0,1.2245,3.85607,12245
SN:,-4547,-2054,0,1.1822,3.84299,11822
SN:,-4549,-2795,0,0,0,0
SN:,-4462,-2773,0,0,0,0
SN:,-6407,-4512,0,0,0,0
SN:,-6965,1001,0,0,0,0
SN:,-7000,1117,0,0,0,0
SN:,-7049,1304,0,0,0,0
SN:,-7053,1350,0,0,0,0
SN:,-7027,1216,0,0,0,0
SN:,-7040,1264,0,0,0,0
SN:,-6950,959,0,0,0,0
SN:,-6860,756,0,0,0,0
SN:,-6907,862,0,0,0,0
SN:,-7057,1463,0,0,0,0
SN:,-7060,1559,0,0.128198,1.40627,1281.98
SN:,-6932,917,0,0,0,0
SN:,-5762,-6548,0,0,0,0
SN:,-5698,-6499,0,0,0,0
SN:,-5558,-6408,0,0,0,0
SN:,-6760,-4267,0,0,0,0
SN:,-6179,-6811,0,0,0,0
SN:,-5969,-6710,0,0,0,0
SN:,-5910,-6670,0,0,0,0
SN:,-5251,-6239,0,0,0,0
SN:,-6586,1386,0,0.0325999,1.64188,325.999
SN:,-6586,1333,0,0.02347,1.61247,234.7
SN:,-7525,1936,0,0.12188,1.37708,1218.8
SN:,-7525,1815,0,0.10028,1.31246,1002.8
SN:,-7835,-1747,0,0,0,0
SN:,-8119,-2255,0,0,0,0
SN:,-7478,-1052,0,0.132948,0.895163,1329.48
SN:,-8221,-881,0,0,0,0
SN:,-8144,-2405,0,0,0,0
SN:,-8604,562,0,0.0811231,0.653903,811.231
SN:,-7896,-1296,0,0,0,0
SN:,-6654,-434,0,0,0,0
SN:,-5716,819,0,0,0,0
SN:,-5639,820,0,0,0,0
SN:,-8422,770,0,0,0,0
SN:,-8423,721,0,0,0,0
SN:,-7521,670,0,0,0,0
SN:,-5668,326,0,0,0,0
SN:,-5593,337,0,0,0,0
SN:,-6488,1943,0,0.352685,4.58617,3526.85
SN:,-8429,359,0,0,0,0
SN:,-8430,261,0,0,0,0
SN:,-7232,546,0,0.115593,1.0154,1155.93
SN:,-6503,1894,0,0.324836,4.52559,3248.36
SN:,-6524,1822,0,0.286731,4.46084,2867.31
SN:,-5844,1249,0,0,0,0
SN:,-7525,1694,0,0,0,0
SN:,-6958,-171,0,0,0,0
SN:,-7615,-4164,0,0,0,0
SN:,-8163,-661,0,0.0377096,0.565136,377.096
SN:,-8119,-3963,0,0,0,0
SN:,-6559,1704,0,0.224458,4.31905,2244.58
SN:,-7520,606,0,0,0,0
SN:,-7524,1299,0,0,0,0
SN:,-7524,1239,0,0,0,0
SN:,-6460,1164,0,0,0,0
SN:,-8044,1177,0,0.0201922,1.29409,201.922
SN:,-8432,-668,0,0.0160799,0.403921,160.799
SN:,-5397,831,0,0,0,0
SN:,-5709,744,0,0,0,0
SN:,-5697,626,0,0,0,0
SN:,-6908,-170,0,0,0,0
SN:,-5753,1357,0,0,0,0
SN:,-6582,1038,0,0.021684,1.45025,216.84
SN:,-6581,901,0,0.0405405,1.41491,405.405
SN:,-8690,2232,0,0.0692555,0.540641,692.555
SN:,-7117,1141,0,0,0,0
SN:,-7918,1528,0,0.0241657,0.874278,241.657
SN:,-7522,863,0,0,0,0
SN:,-7896,-2578,0,0,0,0
SN:,-5716,1614,0,0,0,0
SN:,-8420,844,0,0,0,0
SN:,-8944,-3434,0,0,0,0
SN:,-7785,1631,0,0.0457543,1.02896,457.543
SN:,-7656,-636,0,0.0977624,0.769334,977.624
SN:,-8554,-670,0,0.00874596,0.317791,87.4596
SN:,-8431,171,0,0,0,0
SN:,-8642,-2512,0,0,0,0
SN:,-6356,1182,0,0,0,0
SN:,-6913,1618,0,0.117573,1.50921,1175.73
SN:,-8659,-654,0,0.00383619,0.228951,38.3619
SN:,-8174,1160,0,0.0345581,1.20295,345.581
SN:,-8100,-2136,0,0,0,0
SN:,-8085,-2044,0,0,0,0
SN:,-6580,826,0,0.0498428,1.37867,498.428
SN:,-6553,408,0,0,0,0
SN:,-7592,1186,0,0.0196075,0.406737,196.075
SN:,-7696,1184,0,0.014162,0.374607,141.62
SN:,-5431,757,0,0,0,0
SN:,-5413,695,0,0,0,0
SN:,-6585,1498,0,0.0527248,1.6975,527.248
SN:,-8432,66,0,0,0,0
SN:,-8433,-1,0,0,0,0
SN:,-5747,1159,0,0,0,0
SN:,-5741,1073,0,0,0,0
SN:,-8168,-2542,0,0,0,0
SN:,-7300,-361,0,0,0,0
SN:,-7999,-384,0,0,0,0
SN:,-6585,1551,0,0.0626733,1.72367,626.733
SN:,-7943,-1724,0,0,0,0
SN:,-6780,1113,0,0,0,0
SN:,-6859,1111,0,0,0,0
SN:,-8426,623,0,0,0,0
SN:,-7783,1183,0,0.00995426,0.34202,99.5426
SN:,-7525,1534,0,0,0,0
SN:,-7525,1453,0,0,0,0
