SN:,x,y,z,z_dummy,score,score_d
SN:,85577.9,9593.97,0,0,0,0
SN:,85628.2,9680.41,0,0,0,0
SN:,85678.4,9766.84,0,0,0,0
SN:,85728.7,9853.27,0,0,0,0
SN:,85778.9,9939.7,0,0,0,0
SN:,85829.2,10026.1,0,0,0,0
SN:,85879.4,10112.6,0,0,0,0
SN:,85929.7,10199,0,0,0,0
SN:,85979.9,10285.4,0,0,0,0
SN:,86030.2,10371.9,0,0,0,0
SN:,86080.4,10458.3,0,0,0,0
SN:,86130.7,10544.7,0,0,0,0
SN:,86180.9,10631.2,0,0,0,0
SN:,86231.2,10717.6,0,0,0,0
SN:,86281.4,10804,0,0,0,0
SN:,86331.7,10890.5,0,0,0,0
SN:,86381.9,10976.9,0,0,0,0
SN:,86432.2,11063.3,0,0,0,0
SN:,86482.4,11149.8,0,0,0,0
SN:,86532.7,11236.2,0,0,0,0
SN:,86582.9,11322.6,0,0,0,0
SN:,86633.2,11409,0,0,0,0
SN:,86683.5,11495.5,0,0,0,0
SN:,86733.7,11581.9,0,0,0,0
SN:,86784,11668.3,0,0,0,0
SN:,86834.2,11754.8,0,0,0,0
SN:,86884.5,11841.2,0,0,0,0
SN:,86934.7,11927.6,0,0,0,0
SN:,86985,12014.1,0,0,0,0
SN:,87035.2,12100.5,0,0,0,0
SN:,87085.5,12186.9,0,0,0,0
SN:,87135.7,12273.4,0,0,0,0
SN:,87186,12359.8,0,0,0,0
SN:,87236.2,12446.2,0,0,0,0
SN:,87286.5,12532.7,0,0,0,0
SN:,87336.7,12619.1,0,0,0,0
SN:,87387,12705.5,0,0,0,0
SN:,87437.2,12792,0,0,0,0
SN:,87487.5,12878.4,0,0,0,0
SN:,87537.7,12964.8,0,0,0,0
SN:,87588,13051.3,0,0,0,0
SN:,87638.2,13137.7,0,0,0,0
SN:,87688.5,13224.1,0,0,0,0
SN:,87738.7,13310.6,0,0,0,0
SN:,87789,13397,0,0,0,0
SN:,87839.2,13483.4,0,0,0,0
SN:,87889.5,13569.9,0,0,0,0
SN:,87939.7,13656.3,0,0,0,0
SN:,87990,13742.7,0,0,0,0
SN:,88040.2,13829.2,0,0,0,0
SN:,88090.5,13915.6,0,0,0,0
SN:,88140.7,14002,0,0,0,0
SN:,88191,14088.4,0,0,0,0
SN:,88241.2,14174.9,0,0,0,0
SN:,88291.5,14261.3,0,0,0,0
SN:,88341.8,14347.7,0,0,0,0
SN:,88392,14434.2,0,0,0,0
SN:,88442.3,14520.6,0,0,0,0
SN:,88492.5,14607,0,0,0,0
SN:,88542.8,14693.5,0,0,0,0
SN:,88593,14779.9,0,0,0,0
SN:,88643.3,14866.3,0,0,0,0
SN:,88693.5,14952.8,0,0,0,0
SN:,88743.8,15039.2,0,0,0,0
SN:,88794,15125.6,0,0,0,0
SN:,88844.3,15212.1,0,0,0,0
SN:,88894.5,15298.5,0,0,0,0
SN:,88944.8,15384.9,0,0,0,0
SN:,88995,15471.4,0,0,0,0
SN:,89045.3,15557.8,0,0,0,0
SN:,89095.5,15644.2,0,0,0,0
SN:,89145.8,15730.7,0,0,0,0
SN:,89196,15817.1,0,0,0,0
SN:,89246.3,15903.5,0,0,0,0
SN:,89296.5,15990,0,0,0,0
SN:,89346.8,16076.4,0,0,0,0
SN:,89397,16162.8,0,0,0,0
SN:,89447.3,16249.3,0,0,0,0
SN:,89497.5,16335.7,0,0,0,0
SN:,89547.8,16422.1,0,0,0,0
SN:,89598,16508.5,0,0,0,0
SN:,89648.3,16595,0,0,0,0
SN:,89698.5,16681.4,0,0,0,0
SN:,89748.8,16767.8,0,0,0,0
SN:,89799,16854.3,0,0,0,0
SN:,89849.3,16940.7,0,0,0,0
SN:,89899.5,17027.1,0,0,0,0
SN:,89949.8,17113.6,0,0,0,0
SN:,90000.1,17200,0,0,0,0
SN:,90050.3,17286.4,0,0,0,0
SN:,90100.6,17372.9,0,0,0,0
SN:,90150.8,17459.3,0,0,0,0
SN:,90201.1,17545.7,0,0,0,0
SN:,90251.3,17632.2,0,0,0,0
SN:,90301.6,17718.6,0,0,0,0
SN:,90351.8,17805,0,0,0,0
SN:,90402.1,17891.5,0,0,0,0
SN:,90452.3,17977.9,0,0,0,0
SN:,90502.6,18064.3,0,0,0,0
SN:,90552.8,18150.8,0,0,0,0
SN:,90603.1,18237.2,0,0,0,0
SN:,90653.3,18323.6,0,0,0,0
SN:,90703.6,18410.1,0,0,0,0
SN:,90753.8,18496.5,0,0,0,0
SN:,90804.1,18582.9,0,0,0,0
SN:,90854.3,18669.4,0,0,0,0
SN:,90904.6,18755.8,0,0,0,0
SN:,90954.8,18842.2,0,0,0,0
SN:,91005.1,18928.7,0,0,0,0
SN:,91055.3,19015.1,0,0,0,0
SN:,91105.6,19101.5,0,0,0,0
SN:,91155.8,19187.9,0,0,0,0
SN:,91206.1,19274.4,0,0,0,0
SN:,91256.3,19360.8,0,0,0,0
SN:,91306.6,19447.2,0,0,0,0
SN:,91356.8,19533.7,0,0,0,0
SN:,91407.1,19620.1,0,0,0,0
SN:,91457.3,19706.5,0,0,0,0
SN:,91507.6,19793,0,0,0,0
SN:,91557.8,19879.4,0,0,0,0
SN:,91608.1,19965.8,0,0,0,0
SN:,91658.4,20052.3,0,0,0,0
SN:,91708.6,20138.7,0,0,0,0
SN:,91758.9,20225.1,0,0,0,0
SN:,91809.1,20311.6,0,0,0,0
SN:,91859.4,20398,0,0,0,0
SN:,91909.6,20484.4,0,0,0,0
SN:,91959.9,20570.9,0,0,0,0
SN:,92010.1,20657.3,0,0,0,0
SN:,92060.4,20743.7,0,0,0,0
SN:,92110.6,20830.2,0,0,0,0
SN:,92160.9,20916.6,0,0,0,0
SN:,92211.1,21003,0,0,0,0
SN:,92261.4,21089.5,0,0,0,0
SN:,92311.6,21175.9,0,0,0,0
SN:,92361.9,21262.3,0,0,0,0
SN:,92412.1,21348.8,0,0,0,0
SN:,92462.4,21435.2,0,0,0,0
SN:,92512.6,21521.6,0,0,0,0
SN:,92562.9,21608,0,0,0,0
SN:,92613.1,21694.5,0,0,0,0
SN:,92663.4,21780.9,0,0,0,0
SN:,92713.6,21867.3,0,0,0,0
SN:,92763.9,21953.8,0,0,0,0
SN:,92814.1,22040.2,0,0,0,0
SN:,92864.4,22126.6,0,0,0,0
SN:,92914.6,22213.1,0,0,0,0
SN:,92964.9,22299.5,0,0,0,0
SN:,93015.1,22385.9,0,0,0,0
SN:,93065.4,22472.4,0,0,0,0
SN:,93115.6,22558.8,0,0,0,0
SN:,93165.9,22645.2,0,0,0,0
SN:,93216.1,22731.7,0,0,0,0
SN:,93266.4,22818.1,0,0,0,0
SN:,93316.6,22904.5,0,0,0,0
SN:,93366.9,22991,0,0,0,0
SN:,93417.2,23077.4,0,0,0,0
SN:,93467.4,23163.8,0,0,0,0
SN:,93517.7,23250.3,0,0,0,0
SN:,93567.9,23336.7,0,0,0,0
SN:,93618.2,23423.1,0,0,0,0
SN:,93668.4,23509.6,0,0,0,0
SN:,93718.7,23596,0,0,0,0
SN:,93768.9,23682.4,0,0,0,0
SN:,93819.2,23768.9,0,0,0,0
SN:,93869.4,23855.3,0,0,0,0
SN:,93919.7,23941.7,0,0,0,0
SN:,93969.9,24028.1,0,0,0,0
SN:,94020.2,24114.6,0,0,0,0
SN:,94070.4,24201,0,0,0,0
SN:,94120.7,24287.4,0,0,0,0
SN:,94170.9,24373.9,0,0,0,0
SN:,94221.2,24460.3,0,0,0,0
SN:,94271.4,24546.7,0,0,0,0
SN:,94321.7,24633.2,0,0,0,0
SN:,94371.9,24719.6,0,0,0,0
SN:,94422.2,24806,0,0,0,0
SN:,94472.4,24892.5,0,0,0,0
SN:,94522.7,24978.9,0,0,0,0
SN:,94572.9,25065.3,0,0,0,0
SN:,94623.2,25151.8,0,0,0,0
SN:,94673.4,25238.2,0,0,0,0
SN:,94723.7,25324.6,0,0,0,0
SN:,94773.9,25411.1,0,0,0,0
SN:,94824.2,25497.5,0,0,0,0
SN:,94874.4,25583.9,0,0,0,0
SN:,94924.7,25670.4,0,0,0,0
SN:,94974.9,25756.8,0,0,0,0
SN:,95025.2,25843.2,0,0,0,0
SN:,95075.5,25929.7,0,0,0,0
SN:,95125.7,26016.1,0,0,0,0
SN:,95176,26102.5,0,0,0,0
SN:,95226.2,26189,0,0,0,0
SN:,95276.5,26275.4,0,0,0,0
SN:,95326.7,26361.8,0,0,0,0
SN:,95377,26448.3,0,0,0,0
SN:,95427.2,26534.7,0,0,0,0
SN:,95477.5,26621.1,0,0,0,0
SN:,95527.7,26707.5,0,0,0,0
SN:,95578,26794,0,0,0,0
SN:,95628.2,26880.4,0,0,0,0
SN:,95678.5,26966.8,0,0,0,0
SN:,95728.7,27053.3,0,0,0,0
SN:,95779,27139.7,0,0,0,0
SN:,95829.2,27226.1,0,0,0,0
SN:,95879.5,27312.6,0,0,0,0
SN:,95929.7,27399,0,0,0,0
SN:,95980,27485.4,0,0,0,0
SN:,96030.2,27571.9,0,0,0,0
SN:,96080.5,27658.3,0,0,0,0
SN:,96130.7,27744.7,0,0,0,0
SN:,96181,27831.2,0,0,0,0
SN:,96231.2,27917.6,0,0,0,0
SN:,96281.5,28004,0,0,0,0
SN:,96331.7,28090.5,0,0,0,0
SN:,96382,28176.9,0,0,0,0
SN:,96432.2,28263.3,0,0,0,0
SN:,96482.5,28349.8,0,0,0,0
SN:,96532.7,28436.2,0,0,0,0
SN:,96583,28522.6,0,0,0,0
SN:,96633.2,28609.1,0,0,0,0
SN:,96683.5,28695.5,0,0,0,0
SN:,96733.8,28781.9,0,0,0,0
SN:,96784,28868.4,0,0,0,0
SN:,96834.3,28954.8,0,0,0,0
SN:,96884.5,29041.2,0,0,0,0
SN:,96934.8,29127.6,0,0,0,0
SN:,96985,29214.1,0,0,0,0
SN:,97035.3,29300.5,0,0,0,0
SN:,97085.5,29386.9,0,0,0,0
SN:,97135.8,29473.4,0,0,0,0
SN:,97186,29559.8,0,0,0,0
SN:,97236.3,29646.2,0,0,0,0
SN:,97286.5,29732.7,0,0,0,0
SN:,97336.8,29819.1,0,0,0,0
SN:,97387,29905.5,0,0,0,0
SN:,97437.3,29992,0,0,0,0
SN:,97487.5,30078.4,0,0,0,0
SN:,97537.8,30164.8,0,0,0,0
SN:,97588,30251.3,0,0,0,0
SN:,97638.3,30337.7,0,0,0,0
SN:,97688.5,30424.1,0,0,0,0
SN:,97738.8,30510.6,0,0,0,0
SN:,97789,30597,0,0,0,0
SN:,97839.3,30683.4,0,0,0,0
SN:,97889.5,30769.9,0,0,0,0
SN:,97939.8,30856.3,0,0,0,0
SN:,97990,30942.7,0,0,0,0
SN:,98040.3,31029.2,0,0,0,0
SN:,98090.5,31115.6,0,0,0,0
SN:,98140.8,31202,0,0,0,0
SN:,98191,31288.5,0,0,0,0
SN:,98241.3,31374.9,0,0,0,0
SN:,98291.5,31461.3,0,0,0,0
SN:,98341.8,31547.8,0,0,0,0
SN:,98392.1,31634.2,0,0,0,0
SN:,98442.3,31720.6,0,0,0,0
SN:,98492.6,31807,0,0,0,0
SN:,98542.8,31893.5,0,0,0,0
SN:,98593.1,31979.9,0,0,0,0
SN:,98643.3,32066.3,0,0,0,0
SN:,98693.6,32152.8,0,0,0,0
SN:,98743.8,32239.2,0,0,0,0
SN:,98794.1,32325.6,0,0,0,0
SN:,98844.3,32412.1,0,0,0,0
SN:,98894.6,32498.5,0,0,0,0
SN:,98944.8,32584.9,0,0,0,0
SN:,98995.1,32671.4,0,0,0,0
SN:,99045.3,32757.8,0,0,0,0
SN:,99095.6,32844.2,0,0,0,0
SN:,99145.8,32930.7,0,0,0,0
SN:,99196.1,33017.1,0,0,0,0
SN:,99246.3,33103.5,0,0,0,0
SN:,99296.6,33190,0,0,0,0
SN:,99346.8,33276.4,0,0,0,0
SN:,99397.1,33362.8,0,0,0,0
SN:,99447.3,33449.3,0,0,0,0
SN:,99497.6,33535.7,0,0,0,0
SN:,99547.8,33622.1,0,0,0,0
SN:,99598.1,33708.6,0,0,0,0
SN:,99648.3,33795,0,0,0,0
SN:,99698.6,33881.4,0,0,0,0
SN:,99748.8,33967.9,0,0,0,0
SN:,99799.1,34054.3,0,0,0,0
SN:,99849.3,34140.7,0,0,0,0
SN:,99899.6,34227.1,0,0,0,0
SN:,99949.8,34313.6,0,0,0,0
SN:,100000,34400,0,0,0,0
SN:,100050,34486.4,0,0,0,0
SN:,100101,34572.9,0,0,0,0
SN:,100151,34659.3,0,0,0,0
SN:,100201,34745.7,0,0,0,0
SN:,100251,34832.2,0,0,0,0
SN:,100302,34918.6,0,0,0,0
SN:,100352,35005,0,0,0,0
SN:,100402,35091.5,0,0,0,0
SN:,100452,35177.9,0,0,0,0
SN:,100503,35264.3,0,0,0,0
SN:,100553,35350.8,0,0,0,0
SN:,100603,35437.2,0,0,0,0
SN:,100653,35523.6,0,0,0,0
SN:,100704,35610.1,0,0,0,0
SN:,100754,35696.5,0,0,0,0
SN:,100804,35782.9,0,0,0,0
SN:,100854,35869.4,0,0,0,0
SN:,100905,35955.8,0,0,0,0
SN:,100955,36042.2,0,0,0,0
SN:,101005,36128.7,0,0,0,0
SN:,101055,36215.1,0,0,0,0
SN:,101106,36301.5,0,0,0,0
SN:,101156,36388,0,0,0,0
SN:,101206,36474.4,0,0,0,0
SN:,101256,36560.8,0,0,0,0
SN:,101307,36647.2,0,0,0,0
SN:,101357,36733.7,0,0,0,0
SN:,101407,36820.1,0,0,0,0
SN:,101457,36906.5,0,0,0,0
SN:,101508,36993,0,0,0,0
SN:,101558,37079.4,0,0,0,0
SN:,101608,37165.8,0,0,0,0
SN:,101658,37252.3,0,0,0,0
SN:,101709,37338.7,0,0,0,0
SN:,101759,37425.1,0,0,0,0
SN:,101809,37511.6,0,0,0,0
SN:,101859,37598,0,0,0,0
SN:,101910,37684.4,0,0,0,0
SN:,101960,37770.9,0,0,0,0
SN:,102010,37857.3,0,0,0,0
SN:,102060,37943.7,0,0,0,0
SN:,102111,38030.2,0,0,0,0
SN:,102161,38116.6,0,0,0,0
SN:,102211,38203,0,0,0,0
SN:,102261,38289.5,0,0,0,0
SN:,102312,38375.9,0,0,0,0
SN:,102362,38462.3,0,0,0,0
SN:,102412,38548.8,0,0,0,0
SN:,102462,38635.2,0,0,0,0
SN:,102513,38721.6,0,0,0,0
SN:,102563,38808.1,0,0,0,0
SN:,102613,38894.5,0,0,0,0
SN:,102663,38980.9,0,0,0,0
SN:,102714,39067.4,0,0,0,0
SN:,102764,39153.8,0,0,0,0
SN:,102814,39240.2,0,0,0,0
SN:,102864,39326.6,0,0,0,0
SN:,102915,39413.1,0,0,0,0
SN:,102965,39499.5,0,0,0,0
SN:,103015,39585.9,0,0,0,0
SN:,103065,39672.4,0,0,0,0
SN:,103116,39758.8,0,0,0,0
SN:,103166,39845.2,0,0,0,0
SN:,103216,39931.7,0,0,0,0
SN:,103266,40018.1,0,0,0,0
SN:,103317,40104.5,0,0,0,0
SN:,103367,40191,0,0,0,0
SN:,103417,40277.4,0,0,0,0
SN:,103467,40363.8,0,0,0,0
SN:,103518,40450.3,0,0,0,0
SN:,103568,40536.7,0,0,0,0
SN:,103618,40623.1,0,0,0,0
SN:,103668,40709.6,0,0,0,0
SN:,103719,40796,0,0,0,0
SN:,103769,40882.4,0,0,0,0
SN:,103819,40968.9,0,0,0,0
SN:,103869,41055.3,0,0,0,0
SN:,103920,41141.7,0,0,0,0
SN:,103970,41228.2,0,0,0,0
SN:,104020,41314.6,0,0,0,0
SN:,104070,41401,0,0,0,0
SN:,104121,41487.5,0,0,0,0
SN:,104171,41573.9,0,0,0,0
SN:,104221,41660.3,0,0,0,0
SN:,104271,41746.7,0,0,0,0
SN:,104322,41833.2,0,0,0,0
SN:,104372,41919.6,0,0,0,0
SN:,104422,42006,0,0,0,0
SN:,104472,42092.5,0,0,0,0
SN:,104523,42178.9,0,0,0,0
SN:,104573,42265.3,0,0,0,0
SN:,104623,42351.8,0,0,0,0
SN:,104673,42438.2,0,0,0,0
SN:,104724,42524.6,0,0,0,0
SN:,104774,42611.1,0,0,0,0
SN:,104824,42697.5,0,0,0,0
SN:,104874,42783.9,0,0,0,0
SN:,104925,42870.4,0,0,0,0
SN:,81100,0,0,1387.8,273.244,1.3878e+07
SN:,81200,0,0,1387.53,272.652,1.38753e+07
SN:,81300,0,0,1397.44,274.059,1.39744e+07
SN:,81400,0,0,1402.26,274.463,1.40226e+07
SN:,81500,0,0,1412.19,275.864,1.41219e+07
SN:,81600,0,0,1422.13,277.263,1.42213e+07
SN:,81700,0,0,1421.83,276.663,1.42183e+07
SN:,81800,0,0,1426.68,277.066,1.42668e+07
SN:,81900,0,0,1436.69,278.466,1.43669e+07
SN:,82100,0,0,1443.48,279.26,1.44348e+07
SN:,82200,0,0,1435.17,277.654,1.43517e+07
SN:,82300,0,0,1437.23,278.05,1.43723e+07
SN:,82400,0,0,1439.26,278.445,1.43926e+07
SN:,82500,0,0,1446.47,279.839,1.44647e+07
SN:,82600,0,0,1448.51,280.234,1.44851e+07
SN:,82700,0,0,1450.55,280.627,1.45055e+07
SN:,82800,0,0,1452.58,281.02,1.45258e+07
SN:,82900,0,0,1449.46,280.417,1.44946e+07
SN:,83000,0,0,1451.51,280.814,1.45151e+07
SN:,83100,0,0,1438.04,278.208,1.43804e+07
SN:,83200,0,0,1445.25,279.604,1.44525e+07
SN:,83300,0,0,1447.31,280.002,1.44731e+07
SN:,83400,0,0,1449.36,280.398,1.44936e+07
SN:,83500,0,0,1456.56,281.792,1.45656e+07
SN:,83600,0,0,1463.78,283.189,1.46378e+07
SN:,83700,0,0,1465.82,283.583,1.46582e+07
SN:,83800,0,0,1467.87,283.978,1.46787e+07
SN:,83900,0,0,1469.91,284.374,1.46991e+07
SN:,84000,0,0,1477.11,285.767,1.47711e+07
SN:,84100,0,0,1468.81,284.16,1.46881e+07
SN:,84200,0,0,1470.89,284.563,1.47089e+07
SN:,84300,0,0,1472.96,284.963,1.47296e+07
SN:,84400,0,0,1485.36,287.363,1.48536e+07
SN:,84500,0,0,1487.42,287.761,1.48742e+07
SN:,84600,0,0,1484.3,287.157,1.4843e+07
SN:,84700,0,0,1486.35,287.553,1.48635e+07
SN:,84800,0,0,1493.55,288.947,1.49355e+07
SN:,84900,0,0,1495.57,289.338,1.49557e+07
SN:,85000,0,0,1492.42,288.727,1.49242e+07
SN:,85100,0,0,1489.24,288.114,1.48924e+07
SN:,85200,0,0,1491.23,288.498,1.49123e+07
SN:,85300,0,0,1493.2,288.88,1.4932e+07
SN:,85400,0,0,1495.17,289.26,1.49517e+07
SN:,85500,0,0,1497.12,289.637,1.49712e+07
SN:,85600,0,0,1488.71,288.011,1.48871e+07
SN:,85700,0,0,1490.64,288.384,1.49064e+07
SN:,85800,0,0,1497.72,289.754,1.49772e+07
SN:,85900,0,0,1504.8,291.124,1.5048e+07
SN:,86000,0,0,1506.71,291.492,1.50671e+07
SN:,86100,0,0,1503.43,290.858,1.50343e+07
SN:,86200,0,0,1505.32,291.224,1.50532e+07
SN:,86300,0,0,1512.38,292.591,1.51238e+07
SN:,86400,0,0,1514.28,292.958,1.51428e+07
SN:,86500,0,0,1526.5,295.322,1.5265e+07
SN:,86600,0,0,1528.37,295.684,1.52837e+07
SN:,86700,0,0,1530.23,296.044,1.53023e+07
SN:,86800,0,0,1542.43,298.404,1.54243e+07
SN:,86900,0,0,1559.79,301.762,1.55979e+07
SN:,87000,0,0,1566.81,303.12,1.56681e+07
SN:,87100,0,0,1568.65,303.475,1.56865e+07
SN:,87200,0,0,1575.64,304.829,1.57564e+07
SN:,87300,0,0,1577.45,305.179,1.57745e+07
SN:,87400,0,0,1584.44,306.53,1.58444e+07
SN:,87500,0,0,1596.61,308.884,1.59661e+07
SN:,87600,0,0,1598.42,309.236,1.59842e+07
SN:,87700,0,0,1605.4,310.585,1.6054e+07
SN:,87800,0,0,1607.22,310.937,1.60722e+07
SN:,87900,0,0,1609.04,311.29,1.60904e+07
SN:,88000,0,0,1610.85,311.64,1.61085e+07
SN:,88100,0,0,1612.66,311.99,1.61266e+07
SN:,88200,0,0,1624.8,314.338,1.6248e+07
SN:,88300,0,0,1621.43,313.686,1.62143e+07
SN:,88400,0,0,1618.06,313.035,1.61806e+07
SN:,88500,0,0,1619.85,313.381,1.61985e+07
SN:,88600,0,0,1621.65,313.729,1.62165e+07
SN:,88700,0,0,1623.44,314.076,1.62344e+07
SN:,88800,0,0,1620.05,313.42,1.62005e+07
SN:,88900,0,0,1621.83,313.764,1.62183e+07
SN:,89000,0,0,1618.45,313.111,1.61845e+07
SN:,89100,0,0,1625.4,314.456,1.6254e+07
SN:,89200,0,0,1637.51,316.798,1.63751e+07
SN:,89300,0,0,1639.27,317.138,1.63927e+07
SN:,89400,0,0,1635.84,316.475,1.63584e+07
SN:,89500,0,0,1632.4,315.809,1.6324e+07
SN:,89600,0,0,1634.12,316.141,1.63412e+07
SN:,89700,0,0,1641,317.474,1.641e+07
SN:,89800,0,0,1642.71,317.803,1.64271e+07
SN:,89900,0,0,1649.6,319.136,1.6496e+07
SN:,90000,0,0,1651.3,319.467,1.6513e+07
SN:,90100,0,0,1637.49,316.794,1.63749e+07
SN:,90200,0,0,1649.51,319.12,1.64951e+07
SN:,90300,0,0,1651.19,319.445,1.65119e+07
SN:,90400,0,0,1652.86,319.768,1.65286e+07
SN:,90500,0,0,1654.52,320.088,1.65452e+07
SN:,90600,0,0,1656.16,320.406,1.65616e+07
SN:,90700,0,0,1662.96,321.721,1.66296e+07
SN:,90800,0,0,1669.74,323.034,1.66974e+07
SN:,90900,0,0,1671.35,323.344,1.67135e+07
SN:,91000,0,0,1672.95,323.654,1.67295e+07
SN:,91100,0,0,1674.54,323.962,1.67454e+07
SN:,91200,0,0,1676.13,324.27,1.67613e+07
SN:,91300,0,0,1672.56,323.578,1.67256e+07
SN:,91400,0,0,1674.14,323.884,1.67414e+07
SN:,91500,0,0,1675.72,324.19,1.67572e+07
SN:,91600,0,0,1661.78,321.493,1.66178e+07
SN:,91700,0,0,1658.16,320.794,1.65816e+07
SN:,91800,0,0,1659.72,321.095,1.65972e+07
SN:,91900,0,0,1645.76,318.393,1.64576e+07
SN:,92000,0,0,1642.13,317.692,1.64213e+07
SN:,92100,0,0,1633.35,315.994,1.63335e+07
SN:,92200,0,0,1629.76,315.298,1.62976e+07
SN:,92300,0,0,1631.35,315.606,1.63135e+07
SN:,92400,0,0,1638.1,316.912,1.6381e+07
SN:,92500,0,0,1639.66,317.215,1.63966e+07
SN:,92600,0,0,1646.41,318.521,1.64641e+07
SN:,92700,0,0,1642.81,317.824,1.64281e+07
SN:,92800,0,0,1644.37,318.125,1.64437e+07
SN:,92900,0,0,1645.93,318.426,1.64593e+07
SN:,93000,0,0,1652.66,319.728,1.65266e+07
SN:,93100,0,0,1654.2,320.027,1.6542e+07
SN:,93200,0,0,1655.73,320.324,1.65573e+07
SN:,93300,0,0,1657.28,320.623,1.65728e+07
SN:,93400,0,0,1658.83,320.923,1.65883e+07
SN:,93500,0,0,1660.37,321.221,1.66037e+07
SN:,93600,0,0,1661.89,321.515,1.66189e+07
SN:,93700,0,0,1663.4,321.808,1.6634e+07
SN:,93800,0,0,1659.73,321.097,1.65973e+07
SN:,93900,0,0,1671.58,323.39,1.67158e+07
SN:,94000,0,0,1673.1,323.683,1.6731e+07
SN:,94100,0,0,1674.6,323.974,1.6746e+07
SN:,94200,0,0,1681.26,325.261,1.68126e+07
SN:,94300,0,0,1682.73,325.547,1.68273e+07
SN:,94400,0,0,1684.19,325.829,1.68419e+07
SN:,94500,0,0,1685.64,326.11,1.68564e+07
SN:,94600,0,0,1692.26,327.39,1.69226e+07
SN:,94700,0,0,1693.69,327.668,1.69369e+07
SN:,94800,0,0,1695.12,327.943,1.69512e+07
SN:,94900,0,0,1696.52,328.215,1.69652e+07
SN:,95000,0,0,1703.12,329.491,1.70312e+07
SN:,95100,0,0,1699.36,328.764,1.69936e+07
SN:,95200,0,0,1700.76,329.034,1.70076e+07
SN:,95300,0,0,1707.31,330.302,1.70731e+07
SN:,95400,0,0,1713.85,331.567,1.71385e+07
SN:,95500,0,0,1715.21,331.829,1.71521e+07
SN:,95600,0,0,1711.39,331.092,1.71139e+07
SN:,95700,0,0,1712.74,331.352,1.71274e+07
SN:,95800,0,0,1719.24,332.609,1.71924e+07
SN:,95900,0,0,1725.72,333.864,1.72572e+07
SN:,96000,0,0,1727.03,334.116,1.72703e+07
SN:,96100,0,0,1723.15,333.365,1.72315e+07
SN:,96200,0,0,1729.59,334.612,1.72959e+07
SN:,96300,0,0,1730.85,334.856,1.73085e+07
SN:,96400,0,0,1747.61,338.098,1.74761e+07
SN:,96500,0,0,1748.84,338.337,1.74884e+07
SN:,96600,0,0,1750.06,338.573,1.75006e+07
SN:,96700,0,0,1751.27,338.806,1.75127e+07
SN:,96800,0,0,1757.63,340.037,1.75763e+07
SN:,96900,0,0,1758.81,340.265,1.75881e+07
SN:,97000,0,0,1754.81,339.491,1.75481e+07
SN:,97100,0,0,1750.79,338.713,1.75079e+07
SN:,97200,0,0,1751.93,338.933,1.75193e+07
SN:,97300,0,0,1753.05,339.151,1.75305e+07
SN:,97400,0,0,1748.99,338.365,1.74899e+07
SN:,97500,0,0,1750.09,338.577,1.75009e+07
SN:,97600,0,0,1751.17,338.786,1.75117e+07
SN:,97700,0,0,1752.24,338.993,1.75224e+07
SN:,97800,0,0,1753.29,339.197,1.75329e+07
SN:,97900,0,0,1754.33,339.398,1.75433e+07
SN:,98000,0,0,1755.35,339.597,1.75535e+07
SN:,98100,0,0,1756.37,339.792,1.75637e+07
SN:,98200,0,0,1752.2,338.986,1.7522e+07
SN:,98300,0,0,1753.18,339.176,1.75318e+07
SN:,98400,0,0,1759.32,340.364,1.75932e+07
SN:,98500,0,0,1770.61,342.549,1.77061e+07
SN:,98600,0,0,1771.56,342.731,1.77156e+07
SN:,98700,0,0,1777.65,343.911,1.77765e+07
SN:,98800,0,0,1783.74,345.088,1.78374e+07
SN:,98900,0,0,1784.64,345.262,1.78464e+07
SN:,99000,0,0,1780.35,344.433,1.78035e+07
SN:,99100,0,0,1781.23,344.602,1.78123e+07
SN:,99200,0,0,1787.25,345.768,1.78725e+07
SN:,99300,0,0,1782.93,344.931,1.78293e+07
SN:,99400,0,0,1778.59,344.092,1.77859e+07
SN:,99500,0,0,1779.4,344.249,1.7794e+07
SN:,99600,0,0,1785.37,345.404,1.78537e+07
SN:,99700,0,0,1786.16,345.557,1.78616e+07
SN:,99800,0,0,1786.94,345.706,1.78694e+07
SN:,99900,0,0,1787.69,345.853,1.78769e+07
SN:,100000,0,0,1793.61,346.997,1.79361e+07
SN:,100100,0,0,1794.34,347.139,1.79434e+07
SN:,100200,0,0,1800.22,348.277,1.80022e+07
SN:,100300,0,0,1806.09,349.413,1.80609e+07
SN:,100400,0,0,1806.78,349.546,1.80678e+07
SN:,100500,0,0,1807.46,349.676,1.80746e+07
SN:,100600,0,0,1813.28,350.804,1.81328e+07
SN:,100700,0,0,1803.59,348.929,1.80359e+07
SN:,100800,0,0,1809.39,350.051,1.80939e+07
SN:,100900,0,0,1804.84,349.17,1.80484e+07
SN:,101000,0,0,1810.61,350.286,1.81061e+07
SN:,101100,0,0,1806.03,349.4,1.80603e+07
SN:,101200,0,0,1801.43,348.511,1.80143e+07
SN:,101300,0,0,1786.48,345.619,1.78648e+07
SN:,101400,0,0,1787.03,345.724,1.78703e+07
SN:,101500,0,0,1797.9,347.827,1.7979e+07
SN:,101600,0,0,1798.41,347.927,1.79841e+07
SN:,101700,0,0,1798.92,348.024,1.79892e+07
SN:,101800,0,0,1799.4,348.119,1.7994e+07
SN:,101900,0,0,1794.71,347.21,1.79471e+07
