 ,000232,003000,003010,003020,003030,003040,003050,003060,004000,004010,004020,005000,005010,005020,005030,005040,006000,006010,006020,006030,006040,007000,007010,007020,007030,007040,007050,007060,007070,007080,007090,007100,007110,008777,008878,009161,009743,009760,009761,009823,010305,011100,011101,011102,011341,011367,011388,020011,020012,020014,020019,020020,020031,020105,020124,020125,020139,020153,900001,900004,900007,900010,900014,900016,900019,900022,900025,900028,900032,900034,900037,900040,900044,900046,900049,900052,900055,900058,900061,900064,900067,900070,900073,900076,900079,900082,900085,900088,900091,900094,900097,900100,900103,900106,900109,900112,900115,900118,900121,900124,900127,900130,900133,900136,900139,900142,900145,900148,900151,900154,900157,900160,900163,900166,900169,900172,900175,900178,900181,900184,900187,900190,900193,900196,900199,900202,900205,900208,900211,900214,900217,900220,900223,900226,900229,900232,900235,900238,900241,900244,900247,900250,900253,900256,
300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244167,0,0,0,0,0,0.110333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169444,0,0,1.75,0,0,0.754861,2.46667,0,0.174,0,0.459028,1.43244,0,0,0,0,0,0,0,0,0,0.691778,0,0,0,14.9942,0,0,0,0,0,0.976556,0,0,5.24578,0,2.09244,0,0,0,0,0,0,0,0,10.7177,0,0,0,0.822556,0,0,7.47144,0,0,0,0.260333,0,0,0,0.877556,0,0,4.25944,0,
600000,0.0724167,0,0,0,0.409167,0,0.169083,0,0.263417,0,0,0,0,2.29117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4785,0,0.0188333,0,0,0,0.168833,0.3245,0.161333,0.39825,0,0,0,0,0,0.540667,0,0.122083,0.205583,0,0,0.120083,0.0025,0.0564167,0.363583,0,0,0.138333,0.517167,0.691167,0,0,0,3.17044,0.995,3.66422,0,0,0,0,0,3.55911,0,0,0,0,0,0,0,0,0,2.08333,0,0,2.08333,0,1.06944,2.08333,4.16528,1.61389,1,0.894667,4.16667,3.66667,0,0,0.0361111,0,0,0,0,0,0.882444,11.572,0,0,0,74.3502,2.25011,0,0,14.5359,0,10.2679,0,0,41.7914,0,8.37344,0,0,0,0,0,0,0,5.665,44.6881,0,0,2.23178,7.744,5.92656,0,47.7424,0,0,0,16.9559,2.959,3.52244,0,9.81322,0,2.651,35.9834,3.10689,
900000,1.85717,0.28225,0.0179167,0.0589167,2.09308,0,1.57675,0.796334,4.4795,0,0.0961667,0,0,14.2194,0,0,1.27358,0.869584,0.2495,0,0,0,0,0,0,0,0,4.758,0.0546667,0.86975,1.01525,0,0,0.706056,0.574833,1.07883,0.89975,0.192083,0.0163333,0,0.20675,0,inf,0.399667,1.00017,0.25,0,0.396139,1.61311,0.953667,2.92742,1.24017,0,0.42675,0.25,2.08104,2.70586,0.0493333,0.914222,1.24389,7.33333,2.5,3.66667,0,0.667333,0,0.761444,0,3.66544,0,0,0,1.5375,0,0,0,0,0,2.08333,0,0,2.08333,0,2.08333,2.08333,4.16667,4.16667,1,3.66667,4.16667,3.66544,0,0,9.76528,0,0.430222,0,0,0,5.88378,40.9396,0,0,0,69.5931,3.39411,1.52533,0,43.259,0,26.224,0,0,inf,1.27844,8.89533,0,0.832333,0,0.0806667,0,0,0,12.3127,inf,0,0,16.6186,18.4067,12.5791,0,85.2654,0,0,0,48.7838,4.77156,30.1547,0,inf,0,24.6082,inf,15.7202,
1200000,5.91125,2.9015,0.760333,0.766917,6.60992,0.500583,6.83389,3.45922,9.63222,inf,1.7825,0,0.651559,24.8113,0.00241667,0,3.42575,6.425,2.33495,0.847,0,0,0,0,0,0,0,12.0924,1.215,inf,3.42917,0,0,2.11914,2.26972,1.61833,1.4165,0.733667,0.42325,0.19125,0.93525,0.172464,2.94042,1.26408,1.80261,0.509167,0.0615833,1.00422,3.48522,1.57592,inf,4.76967,0,1.90027,0.794806,4.35433,5.74411,0.731833,3.66667,1.66667,7.33089,2.5,3.66544,0,3.66667,0,3.66667,1.74167,3.66667,0,0,0,2.08333,0,0,0,0,0,2.08333,0,0,2.08264,0,2.08333,2.08264,4.16528,4.08472,1,3.66544,4.16597,3.66667,0,1.23167,12.4972,0,3.66667,0,0,0,7.76967,69.2328,5.65156,0,0,52.4676,0,48.5222,0,66.0464,0,33.8823,0,0,46.1841,inf,5.85322,2.29778,10.5453,0,4.30589,2.63511,0,0,30.8623,85.2781,0,0,26.048,22.5268,22.8751,0,87.9768,0,0,0,69.2867,4.83144,inf,1.33589,65.7641,0,49.3313,69.8916,30.8538,
1500000,11.9104,inf,5.41461,1.92814,20.2288,1.74683,11.7542,7.39702,inf,31.0532,3.92581,0.19075,6.78855,37.6115,0.731167,0.61775,8.17228,23.359,7.58615,16.0059,0.71225,0,0,0,0,0,0,22.0936,2.96808,9.1457,6.90694,0,0,4.26078,4.63617,2.40986,2.21995,0.993667,1.12231,0.436583,1.5515,0.68375,4.85219,2.98325,3.01342,-nan,1.01358,1.60906,5.42125,2.54272,inf,9.405,0,3.51925,1.34558,7.03928,inf,1.68492,3.66422,1.66667,7.33089,2.49917,3.66667,0,3.66544,0,1.26744,2.08333,3.66544,0,0,2.06189,2.08333,0,0,3.23278,0,0,2.08264,0,0,2.08333,0,2.08264,2.08333,4.16667,4.16528,1,3.66667,4.16597,3.66544,0,1.66667,12.4958,0,3.66544,0,0,0,6.19667,63.228,6.82856,2.97733,0,inf,0,83.643,3.33911,64.6018,0,32.5246,1.067,0,46.8453,20.988,10.4231,3.65689,17.9862,0,9.00778,2.97733,0,2.33567,83.1808,87.4011,0,0,17.4289,42.3524,33.8861,0,87.9731,0,0,0.949667,82.4646,22.7761,66.1784,3.66667,inf,4.50756,71.0906,87.9829,25.1937,
 ,000232,003000,003010,003020,003030,003040,003050,003060,004000,004010,004020,005000,005010,005020,005030,005040,006000,006010,006020,006030,006040,007000,007010,007020,007030,007040,007050,007060,007070,007080,007090,007100,007110,008777,008878,009161,009743,009760,009761,009823,010305,011100,011101,011102,011341,011367,011388,020011,020012,020014,020019,020020,020031,020105,020124,020125,020139,020153,900001,900004,900007,900010,900014,900016,900019,900022,900025,900028,900032,900034,900037,900040,900044,900046,900049,900052,900055,900058,900061,900064,900067,900070,900073,900076,900079,900082,900085,900088,900091,900094,900097,900100,900103,900106,900109,900112,900115,900118,900121,900124,900127,900130,900133,900136,900139,900142,900145,900148,900151,900154,900157,900160,900163,900166,900169,900172,900175,900178,900181,900184,900187,900190,900193,900196,900199,900202,900205,900208,900211,900214,900217,900220,900223,900226,900229,900232,900235,900238,900241,900244,900247,900250,900253,900256,
300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.0175833,0,0,0,0,0,0,0,0,0,0,0,0.04475,0,0,0,0,0,2.01544,0,0,0,0,0,0.794444,0,0,0,0,0,0,0,0,0,1.23056,0,0,0,0,0,0.811806,2.55694,2.22778,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07556,0,0,7.42622,0,0,0,0,0,2.09856,0,0,1.29556,2.24278,0,0,0,0,0,0,0,0,0,7.38589,0,0,0,0,2.48844,0,3.97711,0,0,0,4.12256,0,0,0,0,0,0,6.00967,0,
 ,000232,003000,003010,003020,003030,003040,003050,003060,004000,004010,004020,005000,005010,005020,005030,005040,006000,006010,006020,006030,006040,007000,007010,007020,007030,007040,007050,007060,007070,007080,007090,007100,007110,008777,008878,009161,009743,009760,009761,009823,010305,011100,011101,011102,011341,011367,011388,020011,020012,020014,020019,020020,020031,020105,020124,020125,020139,020153,900001,900004,900007,900010,900014,900016,900019,900022,900025,900028,900032,900034,900037,900040,900044,900046,900049,900052,900055,900058,900061,900064,900067,900070,900073,900076,900079,900082,900085,900088,900091,900094,900097,900100,900103,900106,900109,900112,900115,900118,900121,900124,900127,900130,900133,900136,900139,900142,900145,900148,900151,900154,900157,900160,900163,900166,900169,900172,900175,900178,900181,900184,900187,900190,900193,900196,900199,900202,900205,900208,900211,900214,900217,900220,900223,900226,900229,900232,900235,900238,900241,900244,900247,900250,900253,900256,
300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230833,0,0,0,0,0,0,0.05775,0,0,0,0,0,0,0.04475,0,0,0,0,0,1.96411,0,0,0,0,0,0.452222,0,0,0,0,0,0,0,0,0,0.918056,0,0,0,0,0,0.772917,2.55694,0,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07732,0,0,7.46411,0,0,0,inf,0,0,0,0,1.60722,0,0,0,0,0,0,0,0,0,0,6.21989,0,0,0,0.730889,4.07611,0,3.68989,0,0,1.22589,0.145444,0,1.54856,0,0,0,0,6.60244,0,
 ,000232,003000,003010,003020,003030,003040,003050,003060,004000,004010,004020,005000,005010,005020,005030,005040,006000,006010,006020,006030,006040,007000,007010,007020,007030,007040,007050,007060,007070,007080,007090,007100,007110,008777,008878,009161,009743,009760,009761,009823,010305,011100,011101,011102,011341,011367,011388,020011,020012,020014,020019,020020,020031,020105,020124,020125,020139,020153,900001,900004,900007,900010,900014,900016,900019,900022,900025,900028,900032,900034,900037,900040,900044,900046,900049,900052,900055,900058,900061,900064,900067,900070,900073,900076,900079,900082,900085,900088,900091,900094,900097,900100,900103,900106,900109,900112,900115,900118,900121,900124,900127,900130,900133,900136,900139,900142,900145,900148,900151,900154,900157,900160,900163,900166,900169,900172,900175,900178,900181,900184,900187,900190,900193,900196,900199,900202,900205,900208,900211,900214,900217,900220,900223,900226,900229,900232,900235,900238,900241,900244,900247,900250,900253,900256,
300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149417,0,0,0,0.118917,0,0,0,0.355667,0,0,0,0,0.0524167,0,0,0,0.0595,0,0,0.04475,0,0,0,0,0,2.01422,0,0,0,0,0,0.187,0,0,0,0,0,0,0,0,0,0.9375,0,0,0,0,0,0.798611,0.945833,1.66528,0.146333,0,0,0,0,0,0,0,0,0,0,0,0,0.762667,0,0,0,8.52867,0,0,0,3.44789,0,0.837222,0,0,3.61167,0,0,0,0,0,0,0,0.954556,0,0,4.97689,0,0,0,0,0,0,7.39078,0,0,0,4.25333,0,0,0,0.491333,0,0,3.69111,0,
600000,0,0,0,0,0.68075,0,0.2015,0,0.230833,0,0,0,0,inf,0,0,0.00533333,0.2535,0.210417,0,0,0,0,0,0,0,0,0.763,0,0.0175,0,0,0,0.3075,0.163333,0.167667,0.429333,0,0,0,0.222583,0,0.09825,0.357833,0.25,0,0,0,0.120583,0,0,0.092,0,0.164417,0,0.635833,0.839833,0,0,0,0,0.683333,3.66667,0,0,0,0,0,3.66667,0,0,0,0,0,0,0,0,0,2.08333,0,0,1.04583,0,1.7125,2.08333,4.16528,4.16667,1,0.952111,0,3.33422,0,0,0.0361111,0,0,0,0,0,3.36722,11.8315,3.66667,2.66933,0,40.7428,0,0,0,6.358,0,14.1387,0,0,10.4757,13.6852,0,0,0,1.18189,0,0,0,1.20878,10.5784,57.3259,0,0,0.470556,5.42544,21.7959,0,45.3383,0,0,1.53144,24.3112,0,4.36791,0,12.6158,0,4.74589,24.1401,8.16322,
 ,000232,003000,003010,003020,003030,003040,003050,003060,004000,004010,004020,005000,005010,005020,005030,005040,006000,006010,006020,006030,006040,007000,007010,007020,007030,007040,007050,007060,007070,007080,007090,007100,007110,008777,008878,009161,009743,009760,009761,009823,010305,011100,011101,011102,011341,011367,011388,020011,020012,020014,020019,020020,020031,020105,020124,020125,020139,020153,900001,900004,900007,900010,900014,900016,900019,900022,900025,900028,900032,900034,900037,900040,900044,900046,900049,900052,900055,900058,900061,900064,900067,900070,900073,900076,900079,900082,900085,900088,900091,900094,900097,900100,900103,900106,900109,900112,900115,900118,900121,900124,900127,900130,900133,900136,900139,900142,900145,900148,900151,900154,900157,900160,900163,900166,900169,900172,900175,900178,900181,900184,900187,900190,900193,900196,900199,900202,900205,900208,900211,900214,900217,900220,900223,900226,900229,900232,900235,900238,900241,900244,900247,900250,900253,900256,
300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173833,0,0,0,0,0,0.0823333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01422,0,0,0,0,0,0.564667,0,0,0,0,0,0,0,0,0,0,0,0,0.469444,0,0,0.710417,2.61389,0,0.192667,0,0,0,0,0,0,0,0,0,0,0,0,0.377667,0,0,0,7.50811,0,0,0,2.1562,0,0,0,0,5.24456,2.11444,2.27456,0,0,0,0,0,0,0,0,21.7653,0,0,0,1.11833,1.01811,0,5.39367,0,0,0,0.128333,0,0.475444,0,0,0,0,2.03622,0,
 ,000232,003000,003010,003020,003030,003040,003050,003060,004000,004010,004020,005000,005010,005020,005030,005040,006000,006010,006020,006030,006040,007000,007010,007020,007030,007040,007050,007060,007070,007080,007090,007100,007110,008777,008878,009161,009743,009760,009761,009823,010305,011100,011101,011102,011341,011367,011388,020011,020012,020014,020019,020020,020031,020105,020124,020125,020139,020153,900001,900004,900007,900010,900014,900016,900019,900022,900025,900028,900032,900034,900037,900040,900044,900046,900049,900052,900055,900058,900061,900064,900067,900070,900073,900076,900079,900082,900085,900088,900091,900094,900097,900100,900103,900106,900109,900112,900115,900118,900121,900124,900127,900130,900133,900136,900139,900142,900145,900148,900151,900154,900157,900160,900163,900166,900169,900172,900175,900178,900181,900184,900187,900190,900193,900196,900199,900202,900205,900208,900211,900214,900217,900220,900223,900226,900229,900232,900235,900238,900241,900244,900247,900250,900253,900256,
300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469167,0,0,0,0,0,0.0675833,0.0474167,0,0,0,0,0,0,0,0,0,0,0,0,0.153833,0,0,0,0,0,2.03744,0,0,0,0.0794444,0,0,0,0,0,0,0,0,0,0,0,1.12708,0,0,0.0118056,0,0,0.791667,2.55694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08611,0,0,7.83567,0,0,0,0.121,0,0.702778,0,0,5.35211,2.47011,1.716,0,0,0,0,0,0,0,0,inf,0,0,0,0.526778,2.61433,0,2.68156,0,0,0,3.74489,0,0,0,0,0,0,2.67178,0,
600000,0,0,0,0,0.355,0,0.0823333,0.186583,0.263917,0,0,0,0,2.02928,0,0,0,0.0670833,0,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0.202167,0,0,0,0.384583,0,0.488333,0.0656667,0,0.07625,0,0,0.161667,0.25,0,0.158083,0,0.15625,0,0.427333,0.621,0,0,0,1.60722,0.994167,3.66667,0,1.83822,0,0,0,3.66667,0,0,0,1.37708,0,0,0,0,0,2.08333,0,0,0,0,1.11458,2.08333,4.16389,3.41528,1,1.04867,2.48681,3.33178,0,0,0,0,0,0,0,0,0,11.3373,8.23533,0,0,43.8717,0,0,0,11.1381,0,11.4791,0,0,22.3141,4.40733,2.37233,0,0,0,1.71478,0,0,2.77689,5.12356,20.502,0,0,3.09222,10.5282,18.8039,0,38.2306,0,0,8.23332,25.0189,0,19.2622,0,1.41656,0,1.09511,33.616,6.14411,
 ,000232,003000,003010,003020,003030,003040,003050,003060,004000,004010,004020,005000,005010,005020,005030,005040,006000,006010,006020,006030,006040,007000,007010,007020,007030,007040,007050,007060,007070,007080,007090,007100,007110,008777,008878,009161,009743,009760,009761,009823,010305,011100,011101,011102,011341,011367,011388,020011,020012,020014,020019,020020,020031,020105,020124,020125,020139,020153,900001,900004,900007,900010,900014,900016,900019,900022,900025,900028,900032,900034,900037,900040,900044,900046,900049,900052,900055,900058,900061,900064,900067,900070,900073,900076,900079,900082,900085,900088,900091,900094,900097,900100,900103,900106,900109,900112,900115,900118,900121,900124,900127,900130,900133,900136,900139,900142,900145,900148,900151,900154,900157,900160,900163,900166,900169,900172,900175,900178,900181,900184,900187,900190,900193,900196,900199,900202,900205,900208,900211,900214,900217,900220,900223,900226,900229,900232,900235,900238,900241,900244,900247,900250,900253,900256,
300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0.120667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03744,0,0,0,0,0,0.205333,0,0,0,0,0,0,0,0,0,0.189583,0,0,0.609028,0,0,0,2.55694,1.00417,0.139667,0,0,1.188,0,0,0,0,0,0,0,0,0,0.831111,0,0,0,8.415,0,0,0,3.52244,0,0,0,0,6.941,2.15233,0,0,0,0,0,0,0,0,0,2.91011,0,0,0,1.10489,0,0,2.78911,0,0,0,0.172333,0,1.09633,0,0,0,0,3.09956,0,
