000000,20,4.4,1.83,1.315
000001,20,4.4,1.83,1.315
000002,20,4.4,1.83,1.315
000003,20,4.4,1.83,1.315
000004,20,4.4,1.83,1.315
000005,20,4.4,1.83,1.315
000006,20,4.4,1.83,1.315
000007,20,4.4,1.83,1.315
000008,20,4.4,1.83,1.315
000009,20,4.4,1.83,1.315
000010,20,4.4,1.83,1.315
000011,20,4.4,1.83,1.315
000012,20,4.4,1.83,1.315
000013,80,4.4,1.83,1.315
000014,20,4.4,1.83,1.315
000015,20,4.4,1.83,1.315
000016,20,4.4,1.83,1.315
000017,20,4.4,1.83,1.315
000018,80,4.4,1.83,1.315
000019,20,4.4,1.83,1.315
000020,20,4.4,1.83,1.315
000021,80,4.4,1.83,1.315
000022,80,4.4,1.83,1.315
000023,80,4.4,1.83,1.315
000024,20,4.4,1.83,1.315
000025,20,4.4,1.83,1.315
000026,20,4.4,1.83,1.315
000027,20,4.4,1.83,1.315
000028,80,4.4,1.83,1.315
000029,20,4.4,1.83,1.315
000030,20,4.4,1.83,1.315
000031,80,4.4,1.83,1.315
000032,80,4.4,1.83,1.315
000033,80,4.4,1.83,1.315
000034,20,4.4,1.83,1.315
000035,80,4.4,1.83,1.315
000036,20,4.4,1.83,1.315
000037,20,4.4,1.83,1.315
000038,20,4.4,1.83,1.315
000039,20,4.4,1.83,1.315
000040,80,4.4,1.83,1.315
000041,20,4.4,1.83,1.315
000042,20,4.4,1.83,1.315
000043,20,4.4,1.83,1.315
000044,80,4.4,1.83,1.315
000045,20,4.4,1.83,1.315
000046,20,4.4,1.83,1.315
000047,20,4.4,1.83,1.315
000048,80,4.4,1.83,1.315
000049,80,4.4,1.83,1.315
000050,20,4.4,1.83,1.315
000051,80,4.4,1.83,1.315
000052,80,4.4,1.83,1.315
000053,80,4.4,1.83,1.315
000054,80,4.4,1.83,1.315
000055,80,4.4,1.83,1.315
000056,20,4.4,1.83,1.315
000057,80,4.4,1.83,1.315
000058,80,4.4,1.83,1.315
000059,80,4.4,1.83,1.315
000060,20,4.4,1.83,1.315
000061,80,4.4,1.83,1.315
000062,20,4.4,1.83,1.315
000063,80,4.4,1.83,1.315
