0, 86400000, 008777, 008878, 50, 20, 0
0, 86400000, 008878, 008777, 50, 20, 0

0, 86400000, 008777, 008878, 18.9303, 20, 0
0, 86400000, 008777, 009161, 38.9663, 20, 0
0, 86400000, 008777, 009743, 40.6941, 20, 0
0, 86400000, 008777, 009760, 41.001, 20, 0
0, 86400000, 008777, 009761, 29.1195, 20, 0
0, 86400000, 008777, 009823, 13.8101, 20, 0
0, 86400000, 008777, 009970, 42.469, 20, 0
0, 86400000, 008777, 010305, 20.5601, 20, 0
0, 86400000, 008777, 011100, 3.34889, 20, 0
0, 86400000, 008777, 011101, 2.40923, 20, 0
0, 86400000, 008777, 011102, 2.81347, 20, 0
0, 86400000, 008777, 011341, 3.55478, 20, 0
0, 86400000, 008777, 011363, 7.99737, 20, 0
0, 86400000, 008777, 011367, 46.0942, 20, 0
0, 86400000, 008777, 020006, 10.2472, 20, 0
0, 86400000, 008777, 020011, 10.674, 20, 0
0, 86400000, 008777, 020012, 8.58031, 20, 0
0, 86400000, 008777, 020014, 9.42697, 20, 0
0, 86400000, 008777, 020019, 28.1008, 20, 0
0, 86400000, 008777, 020105, 53.7606, 20, 0
0, 86400000, 008777, 020110, 3.10725, 20, 0
0, 86400000, 008777, 020111, 3.11396, 20, 0
0, 86400000, 008777, 020124, 3.64183, 20, 0
0, 86400000, 008777, 020139, 26.354, 20, 0

0, 86400000, 008878, 008777, 11.5141, 20, 0
0, 86400000, 008878, 009161, 24.5405, 20, 0
0, 86400000, 008878, 009743, 25.6286, 20, 0
0, 86400000, 008878, 009760, 25.8219, 20, 0
0, 86400000, 008878, 009761, 18.3391, 20, 0
0, 86400000, 008878, 009823, 8.69745, 20, 0
0, 86400000, 008878, 009970, 26.7464, 20, 0
0, 86400000, 008878, 010305, 12.9485, 20, 0
0, 86400000, 008878, 011100, 2.10909, 20, 0
0, 86400000, 008878, 011101, 1.5173, 20, 0
0, 86400000, 008878, 011102, 1.77189, 20, 0
0, 86400000, 008878, 011341, 2.23875, 20, 0
0, 86400000, 008878, 011363, 5.03664, 20, 0
0, 86400000, 008878, 011367, 29.0296, 20, 0
0, 86400000, 008878, 020006, 6.45353, 20, 0
0, 86400000, 008878, 020011, 6.72236, 20, 0
0, 86400000, 008878, 020012, 5.40377, 20, 0
0, 86400000, 008878, 020014, 5.93699, 20, 0
0, 86400000, 008878, 020019, 17.6975, 20, 0
0, 86400000, 008878, 020105, 33.8578, 20, 0
0, 86400000, 008878, 020110, 1.95691, 20, 0
0, 86400000, 008878, 020111, 1.96113, 20, 0
0, 86400000, 008878, 020124, 2.29358, 20, 0
0, 86400000, 008878, 020139, 16.5974, 20, 0

0, 86400000, 009161, 008777, 2.25614, 20, 0
0, 86400000, 009161, 008878, 2.33607, 20, 0
0, 86400000, 009161, 009743, 5.02182, 20, 0
0, 86400000, 009161, 009760, 5.0597, 20, 0
0, 86400000, 009161, 009761, 3.59346, 20, 0
0, 86400000, 009161, 009823, 1.70423, 20, 0
0, 86400000, 009161, 009970, 5.24086, 20, 0
0, 86400000, 009161, 010305, 2.5372, 20, 0
0, 86400000, 009161, 011367, 5.68822, 20, 0
0, 86400000, 009161, 020006, 1.26454, 20, 0
0, 86400000, 009161, 020011, 1.31722, 20, 0
0, 86400000, 009161, 020012, 1.05885, 20, 0
0, 86400000, 009161, 020014, 1.16333, 20, 0
0, 86400000, 009161, 020019, 3.46776, 20, 0
0, 86400000, 009161, 020105, 6.63429, 20, 0
0, 86400000, 009161, 020139, 3.25219, 20, 0

