000000,80,4.4,1.83,1.315
000001,20,4.4,1.83,1.315
000002,80,4.4,1.83,1.315
000003,20,4.4,1.83,1.315
000004,20,4.4,1.83,1.315
000005,20,4.4,1.83,1.315
000006,20,4.4,1.83,1.315
000007,80,4.4,1.83,1.315
000008,80,4.4,1.83,1.315
000009,80,4.4,1.83,1.315
000010,20,4.4,1.83,1.315
000011,20,4.4,1.83,1.315
000012,20,4.4,1.83,1.315
000013,20,4.4,1.83,1.315
000014,80,4.4,1.83,1.315
000015,20,4.4,1.83,1.315
000016,20,4.4,1.83,1.315
000017,20,4.4,1.83,1.315
000018,80,4.4,1.83,1.315
000019,80,4.4,1.83,1.315
000020,80,4.4,1.83,1.315
000021,80,4.4,1.83,1.315
000022,20,4.4,1.83,1.315
000023,20,4.4,1.83,1.315
000024,80,4.4,1.83,1.315
000025,80,4.4,1.83,1.315
000026,20,4.4,1.83,1.315
000027,20,4.4,1.83,1.315
000028,20,4.4,1.83,1.315
000029,80,4.4,1.83,1.315
000030,20,4.4,1.83,1.315
000031,20,4.4,1.83,1.315
000032,80,4.4,1.83,1.315
000033,20,4.4,1.83,1.315
000034,20,4.4,1.83,1.315
000035,20,4.4,1.83,1.315
000036,20,4.4,1.83,1.315
000037,20,4.4,1.83,1.315
000038,80,4.4,1.83,1.315
000039,80,4.4,1.83,1.315
000040,80,4.4,1.83,1.315
000041,20,4.4,1.83,1.315
000042,80,4.4,1.83,1.315
000043,20,4.4,1.83,1.315
000044,20,4.4,1.83,1.315
000045,80,4.4,1.83,1.315
000046,80,4.4,1.83,1.315
000047,20,4.4,1.83,1.315
000048,20,4.4,1.83,1.315
000049,20,4.4,1.83,1.315
000050,80,4.4,1.83,1.315
000051,80,4.4,1.83,1.315
000052,20,4.4,1.83,1.315
000053,20,4.4,1.83,1.315
000054,20,4.4,1.83,1.315
000055,20,4.4,1.83,1.315
000056,80,4.4,1.83,1.315
000057,20,4.4,1.83,1.315
000058,20,4.4,1.83,1.315
000059,20,4.4,1.83,1.315
000060,80,4.4,1.83,1.315
000061,80,4.4,1.83,1.315
000062,80,4.4,1.83,1.315
000063,80,4.4,1.83,1.315
000064,80,4.4,1.83,1.315
000065,20,4.4,1.83,1.315
000066,80,4.4,1.83,1.315
000067,20,4.4,1.83,1.315
000068,80,4.4,1.83,1.315
000069,20,4.4,1.83,1.315
000070,20,4.4,1.83,1.315
000071,20,4.4,1.83,1.315
000072,20,4.4,1.83,1.315
000073,80,4.4,1.83,1.315
000074,80,4.4,1.83,1.315
000075,20,4.4,1.83,1.315
000076,80,4.4,1.83,1.315
000077,20,4.4,1.83,1.315
000078,20,4.4,1.83,1.315
000079,80,4.4,1.83,1.315
000080,20,4.4,1.83,1.315
000081,20,4.4,1.83,1.315
000082,20,4.4,1.83,1.315
000083,20,4.4,1.83,1.315
000084,20,4.4,1.83,1.315
000085,20,4.4,1.83,1.315
000086,20,4.4,1.83,1.315
000087,20,4.4,1.83,1.315
000088,20,4.4,1.83,1.315
000089,20,4.4,1.83,1.315
000090,20,4.4,1.83,1.315
000091,20,4.4,1.83,1.315
000092,20,4.4,1.83,1.315
000093,20,4.4,1.83,1.315
000094,80,4.4,1.83,1.315
000095,20,4.4,1.83,1.315
000096,20,4.4,1.83,1.315
000097,80,4.4,1.83,1.315
000098,20,4.4,1.83,1.315
000099,20,4.4,1.83,1.315
000100,80,4.4,1.83,1.315
000101,80,4.4,1.83,1.315
000102,20,4.4,1.83,1.315
000103,80,4.4,1.83,1.315
000104,20,4.4,1.83,1.315
000105,20,4.4,1.83,1.315
000106,80,4.4,1.83,1.315
000107,80,4.4,1.83,1.315
000108,80,4.4,1.83,1.315
000109,20,4.4,1.83,1.315
000110,80,4.4,1.83,1.315
000111,80,4.4,1.83,1.315
000112,80,4.4,1.83,1.315
000113,80,4.4,1.83,1.315
000114,20,4.4,1.83,1.315
